	TCGA-A7-A0CE-11A-21R-A089-07	TCGA-A7-A0CH-11A-32R-A089-07	TCGA-A7-A0D9-11A-53R-A089-07	TCGA-A7-A0DB-11A-33R-A089-07	TCGA-A7-A13E-11A-61R-A12P-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-A7-A13G-11A-51R-A13Q-07	TCGA-AC-A23H-11A-12R-A157-07	TCGA-AC-A2FB-11A-13R-A17B-07	TCGA-AC-A2FF-11A-13R-A17B-07	TCGA-AC-A2FM-11B-32R-A19W-07	TCGA-BH-A0AU-11A-11R-A12P-07	TCGA-BH-A0AY-11A-23R-A089-07	TCGA-BH-A0AZ-11A-22R-A12P-07
54812	10.36220477	10.216174	9.863804678	9.821971163	10.18203426	10.26655677	10.11685609	10.68651515	10.44476882	10.47766782	9.921848225	11.02712315	10.60100365	11.05235435
387763	8.719850478	9.237302711	9.197336872	8.915756311	9.086250097	8.384497557	9.201235154	6.676116461	7.932228337	6.348397093	10.38923391	6.464039238	8.485391806	8.133471567
119385	6.644588893	7.071691888	8.409853373	8.035323684	7.880710011	7.864619507	10.03149982	8.29344176	7.198072717	6.322083176	6.225299998	7.527266647	7.938761553	7.281178007
116987	8.811387539	8.516524225	8.618594733	9.126012639	8.53649901	8.980898721	8.470871958	8.913665848	8.873945431	9.073230859	8.288092739	9.167918361	8.884900384	8.863668106
116986	6.371449088	6.688383206	6.162622947	5.942997669	5.921981333	6.107811296	5.030314005	5.242404341	6.253439077	7.77462763	6.803504749	6.693927365	5.649989017	7.32919537
116988	10.5214914	10.42832133	9.735257808	10.20125243	9.55808985	10.17201714	9.643312732	9.32124626	10.19013357	10.29847389	11.39940862	10.71038682	10.10060518	10.67863544
119016	8.346267279	7.599524601	7.259651945	7.213567947	6.871841185	7.964428669	7.250592139	7.288092739	7.253082571	7.627403288	7.469093937	8.418040222	7.810432178	8.190279035
729092	5.688057237	4.830686324	3.931361582	5.350826059	4.638479357	6.538294487	5.477887759	5.289624241	5.325774957	5.594019982	4.477981634	6.490473862	5.59615695	7.128232559
414189	7.209298365	6.674904081	6.14477243	6.750887835	6.277984747	7.37326278	6.994061474	6.908716853	6.107568616	7.107792469	6.53545891	7.595016484	6.701043027	7.107048599
653268	3.258729962	3.153545952	2.480911346	3.432130956	1.973574542	5.308047731	2.341046409	2.303342394	2.295399778	3.821108116	5.466953337	3.757716683	3.898498604	3.467109895
728404	4.413966352	4.905013872	4.753144529	4.170750307	4.392578458	4.683522422	4.840639469	4.443155739	5.165075818	6.245881613	4.943527555	6.649672936	3.939959965	7.208649912
175	9.022499869	9.528580304	8.884130215	7.876643407	9.046867531	8.853644846	8.241976955	9.218409454	8.989399325	9.23518566	9.251441934	7.833482157	8.905975697	9.04775894
123624	0.397802962	0	0	0	0.573277568	0	0.85861763	0	0	0	0	0	0	0.383828687
79841	4.278928883	3.213285062	2.019701914	1.022119204	2.670591105	3.611868767	1.94362132	3.795070779	2.680841924	3.732898681	3.431342148	4.768994124	3.719610599	5.755867667
340351	2.747236999	2.462942273	3.34553831	2.621665096	2.777114574	2.951494546	3.582568045	3.365020579	2.810175723	3.313594147	1.603691617	2.444905553	2.53171831	3.721624207
84871	3.559944496	3.573786528	1.60250439	3.12631213	2.142511466	2.675454648	3.808735127	3.638073837	3.449231201	3.047137003	3.97102846	3.622262716	3.340619235	3.506335354
60509	9.690291895	9.639657434	9.35151504	8.989445593	9.267370761	9.589948268	9.495099912	9.620453717	9.678584999	9.499197724	9.982469006	9.775867194	9.669878755	9.462964556
177	6.059924127	4.647976408	4.88328845	4.996741242	4.054214663	5.291599875	5.102107989	4.512644082	4.794977238	5.442157262	6.579189201	6.49021551	4.933818102	5.747704264
3267	10.23914381	10.85271442	11.64893504	11.16933747	11.41045602	11.11730284	11.6318263	10.95965273	10.67419907	10.73869447	9.964873224	10.63026567	10.77217112	10.56247121
3268	9.013666032	9.244477296	8.626051032	8.418852353	8.630076331	9.046075191	8.716589023	8.80360129	9.163649424	8.711960128	9.53612208	8.89174513	8.959875908	8.907367508
55109	9.806204333	9.512325863	9.91644201	9.871238395	9.878326854	9.680338599	9.875892001	9.965807368	9.766819903	9.953276008	8.972185726	9.913382522	9.665876471	9.932209288
55750	9.107154815	8.871944961	8.838324673	8.94018496	9.073241572	9.129406671	9.178126759	9.169045341	8.95047133	9.126137349	8.709491571	9.129922813	9.085270348	8.909197963
178	9.451963384	9.32874448	10.87481395	10.04601296	10.21557219	9.888080949	10.89990021	10.16374715	9.856117347	10.11288085	9.060788596	9.962705754	9.926553818	10.6485431
79814	4.901537897	4.732046645	1.013140632	3.49943773	2.876310657	3.319141003	2.452437294	3.089854035	3.768576049	4.783859966	4.113800498	4.101246657	4.131070851	4.358093793
10554	10.92798717	10.96417146	10.63054699	10.74175802	11.02401695	10.9034507	11.00014236	11.17762098	11.01665767	11.07362847	11.14193833	10.7579868	10.56287699	10.61993767
10555	9.926390145	12.6395817	13.61274958	12.48933849	12.55243567	12.39230237	13.09749313	9.510073803	11.13191669	8.553595506	12.13890286	9.551844163	11.31340062	8.444938259
56894	10.90453904	11.76303185	11.52105167	10.97132871	11.83425574	11.3944971	11.2778123	10.55612943	10.8616472	11.23053958	10.81797605	10.73932107	10.6038279	10.48081756
56895	8.119682469	8.09636992	8.06502508	8.594574674	7.95063521	8.202949524	7.887940717	9.271161618	8.513441002	8.259450459	7.543517536	8.006676715	8.11871531	8.652603369
55326	9.235786405	9.327900421	8.094886846	8.505299872	8.854992082	8.744598414	8.648043661	9.664355191	9.182436318	9.873862556	9.096695918	9.226509011	8.860816957	9.805748547
137964	11.09433954	10.96799612	10.85551714	10.62039937	10.44091733	10.69165306	10.32373248	10.77725778	10.71554645	11.05293017	11.23996739	11.01815615	10.86522894	10.78339731
84803	6.967249319	7.246244654	6.740203064	7.751095448	6.472840279	7.26791777	10.90541664	9.526265846	7.247383553	7.481634773	6.691609536	6.57825946	7.303383496	6.770921524
123688	5.845688251	5.417815392	6.747058378	5.657768607	5.785464239	6.424040284	6.715720434	6.582263942	5.933962057	5.514494724	5.798291635	5.785207884	6.104883857	5.97443983
8540	9.58850646	10.13983449	10.78274641	11.00356141	10.55666526	10.37443974	10.81744635	10.74904035	10.68583313	10.16367546	8.882777532	9.647258738	10.90273559	9.614245678
10551	13.27321975	10.26152635	5.968298153	4.128854267	10.62243954	9.110779518	3.254004389	8.976501975	11.11382647	11.70532922	12.89040903	11.72122328	11.42208764	12.29013165
155465	11.35100054	8.76873648	0.593784005	0	8.365637427	7.126722023	3.850009264	6.216295764	8.900513033	8.382943005	9.932123196	9.376128429	10.03036726	9.602414751
375790	12.86041885	11.89155646	9.602655444	9.710114015	10.92648169	11.13469462	9.068751949	10.98534338	11.75808244	12.31449241	12.94507649	12.06033329	11.25838683	12.11026493
181	0	0	0	0	0	0	0	0	0	1.261350279	0.860525852	0	0	0
23287	8.402842811	8.304628311	9.186031019	9.385951245	8.858029188	8.724829302	9.699431734	8.811665612	8.630805145	8.70521455	7.649880551	8.594300341	8.426447177	8.463743417
185	7.860643791	8.472901187	10.2374631	10.16867212	9.39515665	9.107259976	11.21724841	9.971474579	9.126877637	6.53820756	7.142552309	7.993011956	8.926747267	9.735783622
186	4.435288547	0	0.593784005	0.599793852	0.982436918	0	0	0	1.139273018	3.047137003	0.493442391	0.489645688	0	2.017244929
57085	10.21275693	9.927798106	8.659135012	9.383726537	9.47744177	9.19829573	8.712399061	9.000889857	9.430796876	9.580395386	11.11581696	9.283748414	8.843170152	9.062638209
183	7.886035504	8.023168287	6.477118726	6.771455135	7.357182487	7.848351901	8.560622491	4.871217754	6.896856705	6.914136339	7.729662206	6.227796901	7.108069623	5.887973606
64850	2.813873521	1.089701524	0	1.022119204	2.777114574	1.885261974	0	2.49865936	2.928844037	2.29639867	1.785341299	0.854554259	0	3.206299387
85007	9.249350524	9.539624509	9.818722126	9.434950505	9.689506917	9.454018954	9.850976118	8.529353244	9.20700602	8.457009383	9.406777292	8.778010087	8.839792716	9.066408109
64902	0.397802962	0	0	0	1.300826593	0	0	0	0	0	0.493442391	0	0	0
189	0	4.334990096	1.826111164	2.204203332	4.214459012	4.210412244	4.143507706	0	2.295399778	0.640528385	2.45578092	0.854554259	1.851479213	0
25909	10.12606931	9.851733584	10.87011199	10.4696523	10.20009798	10.58224173	10.911826	10.80810449	10.30876859	10.28754825	9.130681753	10.58088008	10.56584714	10.77939968
10768	11.88212747	11.93765619	12.74194876	12.32933689	12.2412202	12.0723981	12.32105455	12.03689179	12.08821983	12.01392559	11.46456658	12.02942945	12.21163705	11.93233963
23382	9.014551965	8.905147188	9.702130426	9.356758304	9.460556851	9.328942799	9.709277193	9.508657225	9.130752014	9.454461138	8.327089111	9.288417397	9.141884891	9.70660877
191	11.66462363	11.44093429	10.56146295	10.7633065	10.72081233	11.21401233	10.53143654	11.36429791	11.24900895	12.42807137	11.93987815	11.79132091	10.94056893	11.45766416
27245	10.1186734	9.727945293	8.841530698	9.351075933	9.440436087	10.19927285	8.287752544	9.739951698	9.898548183	10.44101571	10.31496667	10.56518997	9.803499421	10.57059044
54806	8.59985372	7.896814332	8.517985841	8.277419457	8.622952307	8.372818928	8.636295808	8.80821513	8.461471671	8.59797059	7.676008532	9.385746592	8.634889806	9.323027505
113146	9.806715873	10.79799185	11.28770182	11.66024865	10.20009798	10.62758012	9.473796448	12.11925981	11.02481305	9.939793105	9.201348381	9.515666136	10.76028608	9.77194482
79026	15.4766774	16.41855132	17.8756681	17.11823087	17.11909494	16.84537841	17.2047269	16.64886544	16.71349519	15.8132681	14.72681379	16.41478743	16.62718009	16.58363973
57491	4.302333675	4.163917311	4.024576774	3.625293872	4.136560546	5.492026209	3.850009264	3.718712324	4.629583936	4.596595294	3.681123132	4.460231437	4.200951556	4.7001234
196	10.80821087	10.69242781	11.10900743	11.19081107	11.21348411	11.24022559	11.28981338	11.56760472	11.12241356	11.62795423	10.47192878	11.61408861	11.56971119	11.92070381
10598	10.84478045	10.62152454	10.60597539	10.43408002	10.29895335	10.37541548	9.779718042	10.35364473	10.50720218	10.69412766	11.00021716	10.54582197	10.35979732	10.2604896
130872	9.444751949	8.584536768	8.247705397	8.586859299	8.159531305	8.805229246	9.488572849	8.311363242	8.19309261	8.880540747	8.66814466	9.963873613	8.940856213	9.798853445
197	0	0	0	0	0	0	0	0	0	0.355467388	0	0	0	0
51327	0	0.809167457	2.82984956	0	0.982436918	2.675454648	1.600888191	0	0	0	0.860525852	0	1.453701937	0.383828687
57379	0	1.703410828	2.190362011	2.204203332	0	0.535057595	1.782408565	0.778713221	1.767866632	0.640528385	1.152832405	0.489645688	0.52084965	1.33571191
64853	10.08913728	10.54186888	11.15466795	11.06687633	10.76159627	10.47756067	11.40530823	11.026765	10.63440704	9.863508755	9.984172197	9.437151362	10.30794326	9.61761384
83543	10.78581567	10.8107359	11.33225652	11.67715201	11.04482017	11.61250916	11.4252605	11.36155394	11.18075978	11.02379385	10.11142288	11.31167039	10.93769366	10.45002669
199	10.19019704	9.421871903	9.654617771	10.49718311	9.763164387	8.792136623	8.524433582	8.856902302	9.655044615	9.389222401	9.512954728	7.805091207	8.832202039	7.810086371
9131	9.851525906	9.98674398	10.00917303	9.814557633	9.879074541	9.519291065	10.23450779	9.035731943	9.431425311	9.880293395	9.748009481	9.288417397	9.594649127	9.269880565
84883	9.037394303	11.27370656	12.32311611	11.38488944	11.43735577	11.08217626	11.9191982	8.691950401	10.20564531	8.590669006	10.08836888	8.908826115	10.38206013	8.534234783
150209	4.784938401	4.445210228	2.676289978	3.795621507	3.303050085	3.501795794	2.485272244	2.895418963	3.4864827	3.141530886	5.158769222	3.305941346	3.569199413	4.227563962
51390	10.12934433	10.35232256	10.63582893	9.809594191	10.27017243	10.25387927	10.507051	9.927093186	10.01044363	9.49469481	10.02653243	9.216744403	10.31470638	9.689135939
55057	2.877587213	2.64745267	2.019701914	1.614427166	0.982436918	0.924556002	0	0.44127099	1.634500338	2.122142584	1.94665601	0.489645688	2.296604239	1.647867072
202	11.08993386	11.30235024	11.35262447	10.82240656	11.51131766	11.34480087	11.8460223	12.0092334	11.4436283	11.13140627	11.4796855	11.36259322	11.03237522	11.66525534
9447	4.870561998	5.242579642	3.547511524	2.945045797	3.056323404	1.885261974	1.150559677	2.963196656	4.056193324	4.195804274	2.223577006	2.976253642	2.825175049	2.397063631
9255	10.15507524	9.703917412	9.774367695	9.479405195	9.7147308	9.893001735	9.937917984	10.25419624	10.04575639	9.967423553	10.05155822	10.17418105	10.00808149	10.10219436
7965	8.479318285	8.615510833	8.207640573	8.06567301	8.492558642	8.186299487	7.698060084	8.113535382	8.16610231	8.666586185	9.046783516	7.515048508	7.779476424	7.532930161
23746	0	0	0	0	0	0	0	0	0.37928825	0	0	0.854554259	0	0.383828687
9049	9.994420761	10.09141674	9.71092212	9.93871569	9.294504272	9.452438735	9.054478153	9.158243856	9.979840295	9.59558683	10.86036926	9.647258738	9.595460209	9.402500703
326	0	0	1.013140632	0	0	0	0	0.44127099	0	0	0	0.489645688	0	0
55966	4.870561998	2.731552559	1.826111164	4.211463939	4.458093226	4.278757944	3.582568045	4.293245398	4.794977238	4.545715134	5.036098865	4.634639731	3.401248173	5.527057821
203	9.446065747	10.05311269	9.510991777	9.595593916	9.796790459	9.584870639	9.37210565	8.189343251	9.17869846	8.674955264	10.25122367	8.090337939	9.203826864	8.185755565
204	11.10519143	11.08502165	11.26995745	10.72515542	11.02705256	11.1688615	11.35285859	11.1960558	11.08775407	11.0322887	11.28569922	10.97101416	10.94852595	10.5583944
205	8.165066268	8.301192077	9.793532107	9.05648409	9.546841033	9.228847785	10.48060463	9.531855522	8.743389747	9.392825282	7.97855889	8.664942854	8.763140313	8.981446838
50808	11.0436024	10.9543874	11.76471201	11.63732047	11.47221155	11.35151024	12.13531275	11.28045054	11.05998326	10.59230575	10.46736457	10.6586727	10.91967304	10.52416429
26289	11.33335949	10.27077969	5.047773933	2.621665096	9.095286772	10.72724616	4.176330752	11.54203861	10.73756365	9.779766788	11.54040381	10.00303168	10.34395817	10.54462303
122481	5.805307935	5.52775848	3.271395794	3.49943773	4.011209361	5.019363882	2.742739233	4.642326122	5.012166379	4.342128018	5.018051032	5.328976448	5.609580642	6.029333613
11216	8.734978492	8.412075668	9.212274827	8.890906582	9.265061771	9.131718342	9.456364067	9.185983958	8.83647868	8.923519436	7.75439717	9.170955809	9.144103999	9.649715323
11215	9.843572188	10.08493644	11.07161118	11.24021963	11.13615741	10.88697738	11.78648075	11.19495521	10.67021142	10.91712552	9.125424061	11.15482956	11.01095372	11.4043121
9590	10.61877879	12.07176475	13.82280059	13.6375644	13.33179742	11.98400638	13.43555053	11.91184993	12.50167928	10.80667085	10.08078276	10.12863469	12.2434198	11.14982776
11214	11.80320217	11.39169931	11.87403837	11.84987662	11.72080199	12.09463812	11.65165632	12.42593558	12.02654779	11.98895016	10.54148038	12.32848914	11.76167767	12.26792336
158798	0	0	0	0	0	0	0	0.778713221	0.37928825	0	0	0	0	0
8165	11.11493008	11.05524135	11.15096096	11.31888633	10.89873001	11.68748981	12.33520269	11.35309327	11.0235633	10.93412163	10.80914912	11.56490623	11.20810179	11.54355088
11217	9.6547155	10.86707939	11.68185072	11.14181089	11.51366918	11.5409916	11.65540979	10.81390013	10.87353908	10.26228433	8.092360742	10.01099713	11.36321347	10.57684294
10566	5.454738514	5.075622476	5.991573998	5.784600822	4.176035482	5.924137901	5.815242382	5.890534244	6.251164249	3.670942282	5.557189496	6.054440437	4.267603212	6.331902234
8852	0	0	1.013140632	1.614427166	0	0	0	0	0	0	0	0	0	0
9495	6.750428301	5.71501475	4.112141293	3.898933872	6.259728201	4.658091491	5.366682406	6.310361935	5.678466338	7.543451031	5.297782023	6.410220671	6.077279322	7.644143979
