sample	ieITH_score	score_type
TCGA-A8-A090-01	2.608791791	cnvITH
TCGA-AO-A03N-01	2.942314508	cnvITH
TCGA-A7-A6VW-01	2.319311237	cnvITH
TCGA-EW-A1PG-01	1.505335085	cnvITH
TCGA-AC-A2FG-01	2.52720369	cnvITH
TCGA-BH-A0B3-01	2.693767309	cnvITH
TCGA-A8-A06R-01	3.234528307	cnvITH
TCGA-BH-A18G-01	2.203564714	cnvITH
TCGA-E2-A159-01	2.343212388	cnvITH
TCGA-BH-A0DO-01	2.48073944	cnvITH
TCGA-BH-A0GY-01	3.385065029	cnvITH
TCGA-AC-A2QH-01	1.537661738	cnvITH
TCGA-BH-A0HF-01	2.746408439	cnvITH
TCGA-AO-A12G-01	2.88551339	cnvITH
TCGA-GM-A2DB-01	2.096114717	cnvITH
TCGA-AO-A03L-01	2.710820455	cnvITH
TCGA-E2-A154-01	2.535001868	cnvITH
TCGA-E2-A14R-01	3.080748197	cnvITH
TCGA-BH-A0HY-01	3.228321782	cnvITH
TCGA-E2-A15E-06	2.642558363	cnvITH
TCGA-BH-A5J0-01	2.951479959	cnvITH
TCGA-BH-A1FG-01	2.765980059	cnvITH
TCGA-A8-A07S-01	2.068686539	cnvITH
TCGA-A7-A0DB-01	2.789400855	cnvITH
TCGA-AR-A0U3-01	2.78813306	cnvITH
TCGA-AN-A046-01	2.347508564	cnvITH
TCGA-A7-A4SB-01	3.084612547	cnvITH
TCGA-AO-A03V-01	3.286440589	cnvITH
TCGA-B6-A0IM-01	2.798113644	cnvITH
TCGA-A2-A0D1-01	3.282794062	cnvITH
TCGA-PE-A5DD-01	2.355920147	cnvITH
TCGA-E9-A243-01	1.931474885	cnvITH
TCGA-AR-A0TW-01	3.011962099	cnvITH
TCGA-Z7-A8R6-01	2.607150822	cnvITH
TCGA-E2-A107-01	2.55216345	cnvITH
TCGA-D8-A27R-01	2.674608504	cnvITH
TCGA-BH-A0BA-01	2.315040524	cnvITH
TCGA-AO-A129-01	2.574728108	cnvITH
TCGA-BH-A1FD-01	2.854340036	cnvITH
TCGA-E9-A1N9-01	2.877053317	cnvITH
TCGA-A1-A0SG-01	2.687004054	cnvITH
TCGA-A7-A5ZV-01	3.460400642	cnvITH
TCGA-BH-A0H0-01	2.321045854	cnvITH
TCGA-D8-A13Y-01	2.798994436	cnvITH
TCGA-EW-A1OX-01	2.797318988	cnvITH
TCGA-EW-A1J2-01	2.51806856	cnvITH
TCGA-B6-A0IO-01	2.88861871	cnvITH
TCGA-B6-A0WV-01	2.786602582	cnvITH
TCGA-AC-A3W5-01	2.706640622	cnvITH
TCGA-D8-A1JH-01	2.422087586	cnvITH
TCGA-A1-A0SJ-01	3.50204432	cnvITH
TCGA-B6-A0IH-01	2.718823111	cnvITH
TCGA-E2-A576-01	2.378136443	cnvITH
TCGA-A8-A076-01	3.416579324	cnvITH
TCGA-A8-A0A9-01	3.458729348	cnvITH
TCGA-BH-A203-01	2.941957315	cnvITH
TCGA-A8-A07I-01	3.149166569	cnvITH
TCGA-A2-A3XZ-01	2.361339592	cnvITH
TCGA-LL-A740-01	2.879934876	cnvITH
TCGA-EW-A2FW-01	3.378513628	cnvITH
TCGA-E2-A1IJ-01	2.279033999	cnvITH
TCGA-BH-A0E2-01	2.805925194	cnvITH
TCGA-BH-A1ET-01	2.639704399	cnvITH
TCGA-A8-A093-01	3.179780576	cnvITH
TCGA-B6-A1KI-01	2.074774466	cnvITH
TCGA-AN-A0XN-01	2.643197692	cnvITH
TCGA-OL-A6VR-01	2.690526672	cnvITH
TCGA-E2-A10F-01	2.362555994	cnvITH
TCGA-A7-A3IY-01	2.422866991	cnvITH
TCGA-A8-A09R-01	2.992919101	cnvITH
TCGA-BH-A18Q-01	2.901953238	cnvITH
TCGA-A2-A1G0-01	2.405016928	cnvITH
TCGA-A8-A08F-01	3.016469953	cnvITH
TCGA-AC-A2QI-01	2.012697868	cnvITH
TCGA-D8-A1XS-01	2.476561503	cnvITH
TCGA-BH-A42V-01	2.146086727	cnvITH
TCGA-C8-A1HJ-01	2.589749595	cnvITH
TCGA-A8-A08A-01	2.543653384	cnvITH
TCGA-A1-A0SK-01	2.783498756	cnvITH
TCGA-E2-A1LL-01	2.426776986	cnvITH
TCGA-AC-A8OR-01	1.504065344	cnvITH
TCGA-D8-A1JI-01	2.472950895	cnvITH
TCGA-A8-A082-01	2.641649512	cnvITH
TCGA-BH-A18V-06	2.590901065	cnvITH
TCGA-A2-A0EX-01	3.155478304	cnvITH
TCGA-AR-A0TS-01	2.165669661	cnvITH
TCGA-OL-A5RZ-01	3.56839983	cnvITH
TCGA-D8-A1X7-01	1.889248061	cnvITH
TCGA-5T-A9QA-01	3.279334776	cnvITH
TCGA-D8-A1X5-01	2.917915022	cnvITH
TCGA-A2-A04N-01	2.326301753	cnvITH
TCGA-BH-A0BO-01	1.525964075	cnvITH
TCGA-AC-A3HN-01	2.484358519	cnvITH
TCGA-A2-A0ER-01	2.876026664	cnvITH
TCGA-A1-A0SO-01	3.049407739	cnvITH
TCGA-AO-A128-01	2.39558971	cnvITH
TCGA-B6-A40B-01	2.866187302	cnvITH
TCGA-A7-A26E-01	1.399858992	cnvITH
TCGA-BH-A42U-01	2.294317194	cnvITH
TCGA-D8-A1JT-01	2.739687597	cnvITH
TCGA-AO-A0J4-01	3.020577201	cnvITH
TCGA-AN-A0AM-01	3.096551203	cnvITH
TCGA-E9-A1NI-01	2.748877478	cnvITH
TCGA-AR-A1AV-01	2.468861028	cnvITH
TCGA-D8-A27N-01	3.164902069	cnvITH
TCGA-EW-A1IX-01	2.369437595	cnvITH
TCGA-A2-A0EQ-01	3.027498544	cnvITH
TCGA-D8-A141-01	1.520003237	cnvITH
TCGA-D8-A1JJ-01	2.618333023	cnvITH
TCGA-AR-A24O-01	1.812797809	cnvITH
TCGA-A7-A0CH-01	2.662392591	cnvITH
TCGA-A2-A0CS-01	2.172764049	cnvITH
TCGA-D8-A1JL-01	2.658300954	cnvITH
TCGA-A8-A084-01	2.726832284	cnvITH
TCGA-C8-A1HL-01	2.46718804	cnvITH
TCGA-A7-A26J-01	2.918381234	cnvITH
TCGA-AR-A254-01	3.149741787	cnvITH
TCGA-AO-A0JE-01	2.976557287	cnvITH
TCGA-A7-A13D-01	2.892676755	cnvITH
TCGA-AN-A0AL-01	2.568423034	cnvITH
TCGA-A2-A0T0-01	2.606856531	cnvITH
TCGA-GI-A2C8-01	2.639216843	cnvITH
TCGA-E2-A155-01	2.93664159	cnvITH
TCGA-A7-A0DA-01	2.647329148	cnvITH
TCGA-AN-A0XV-01	3.080155695	cnvITH
TCGA-A2-A04R-01	2.375271431	cnvITH
TCGA-GM-A3NW-01	2.910739514	cnvITH
TCGA-E2-A1LI-01	2.759996515	cnvITH
TCGA-UL-AAZ6-01	3.270415439	cnvITH
TCGA-D8-A1JM-01	2.553550642	cnvITH
TCGA-GM-A2DD-01	1.687699896	cnvITH
TCGA-E2-A15T-01	2.547001962	cnvITH
TCGA-LL-A7SZ-01	2.982050952	cnvITH
TCGA-BH-A0AY-01	2.717866894	cnvITH
TCGA-D8-A27F-01	2.148546198	cnvITH
TCGA-A2-A04T-01	2.799431675	cnvITH
TCGA-D8-A1XY-01	2.501424732	cnvITH
TCGA-E9-A22E-01	2.570395772	cnvITH
TCGA-A2-A0T7-01	2.518263657	cnvITH
TCGA-A7-A0DC-01	3.096961959	cnvITH
TCGA-AO-A0JG-01	2.904712531	cnvITH
TCGA-A7-A0CD-01	2.520801738	cnvITH
TCGA-D8-A1JN-01	1.47568475	cnvITH
TCGA-LD-A9QF-01	2.737438237	cnvITH
TCGA-A1-A0SB-01	1.757221025	cnvITH
TCGA-A8-A09G-01	2.557716525	cnvITH
TCGA-MS-A51U-01	2.320046711	cnvITH
TCGA-A8-A08L-01	2.646082077	cnvITH
TCGA-S3-AA15-01	1.919662223	cnvITH
TCGA-BH-A0H5-01	2.084421161	cnvITH
TCGA-AO-A125-01	2.08215634	cnvITH
TCGA-AC-A5XS-01	2.423174305	cnvITH
TCGA-E2-A1B0-01	2.839967559	cnvITH
TCGA-BH-A1FR-01	1.882647013	cnvITH
TCGA-PL-A8LV-01	3.008226981	cnvITH
TCGA-AC-A8OS-01	2.288978125	cnvITH
TCGA-BH-A1F8-01	2.869403299	cnvITH
TCGA-AR-A24W-01	1.646274584	cnvITH
TCGA-A7-A13F-01	2.911762174	cnvITH
TCGA-AO-A0JI-01	2.871832128	cnvITH
TCGA-E9-A1RC-01	2.774915283	cnvITH
TCGA-EW-A6S9-01	2.85944716	cnvITH
TCGA-AN-A04A-01	2.928830443	cnvITH
TCGA-AO-A1KT-01	3.006296211	cnvITH
TCGA-E2-A1BC-01	2.179882947	cnvITH
TCGA-OL-A6VQ-01	2.285572447	cnvITH
TCGA-A8-A0AB-01	2.586777163	cnvITH
TCGA-AO-A0JM-01	3.221660359	cnvITH
TCGA-EW-A1P8-01	3.267181657	cnvITH
TCGA-AN-A0AK-01	2.362817068	cnvITH
TCGA-D8-A73U-01	1.903698558	cnvITH
TCGA-OL-A66K-01	2.677527896	cnvITH
TCGA-BH-A0HK-01	2.146265365	cnvITH
TCGA-BH-A0DL-01	2.46865258	cnvITH
TCGA-BH-A0H3-01	2.722424665	cnvITH
TCGA-LL-A440-01	1.821987855	cnvITH
TCGA-BH-A1EW-01	2.715732943	cnvITH
TCGA-E2-A1B4-01	2.044211117	cnvITH
TCGA-AN-A04C-01	3.478042512	cnvITH
TCGA-A8-A092-01	2.991400621	cnvITH
TCGA-D8-A1JD-01	2.76405359	cnvITH
TCGA-GM-A2DO-01	2.486113828	cnvITH
TCGA-D8-A27E-01	1.525964075	cnvITH
TCGA-AR-A5QP-01	2.562729475	cnvITH
TCGA-AC-A3OD-01	2.314638109	cnvITH
TCGA-HN-A2OB-01	2.319902716	cnvITH
TCGA-A7-A13E-01	2.968241046	cnvITH
TCGA-AO-A0J5-01	2.889871336	cnvITH
TCGA-A2-A0YD-01	1.865303687	cnvITH
TCGA-OL-A66I-01	2.667041711	cnvITH
TCGA-AO-A0J2-01	2.982215535	cnvITH
TCGA-BH-A1FL-01	2.329626374	cnvITH
TCGA-AQ-A1H2-01	2.158274378	cnvITH
TCGA-AN-A0FY-01	3.226979079	cnvITH
TCGA-B6-A402-01	3.010365614	cnvITH
TCGA-C8-A12N-01	2.430386697	cnvITH
TCGA-E2-A15C-01	2.797189646	cnvITH
TCGA-AO-A12H-01	2.165023844	cnvITH
TCGA-E9-A1RE-01	2.901099311	cnvITH
TCGA-C8-A1HG-01	2.671286036	cnvITH
TCGA-E9-A3Q9-01	2.002450739	cnvITH
TCGA-UU-A93S-01	2.928144256	cnvITH
TCGA-GM-A2DF-01	2.827682274	cnvITH
TCGA-A7-A26H-01	2.592362937	cnvITH
TCGA-AR-A0U0-01	2.7434197	cnvITH
TCGA-C8-A12V-01	1.707427752	cnvITH
TCGA-AN-A0AT-01	2.630958845	cnvITH
TCGA-D8-A1XB-01	2.103853313	cnvITH
TCGA-EW-A2FR-01	2.496569021	cnvITH
TCGA-A2-A0SV-01	3.291107817	cnvITH
TCGA-A8-A0A7-01	2.64045513	cnvITH
TCGA-C8-A134-01	2.672503379	cnvITH
TCGA-D8-A1X9-01	2.468328401	cnvITH
TCGA-A2-A25F-01	1.947848474	cnvITH
TCGA-E2-A14T-01	2.858258732	cnvITH
TCGA-E2-A14Q-01	2.532607132	cnvITH
TCGA-A8-A07J-01	2.746220102	cnvITH
TCGA-D8-A27G-01	2.966632855	cnvITH
TCGA-B6-A0IN-01	2.989689103	cnvITH
TCGA-BH-A0GZ-01	1.963771434	cnvITH
TCGA-EW-A6SD-01	3.24667986	cnvITH
TCGA-AO-A03U-01	1.677779449	cnvITH
TCGA-A2-A0D0-01	3.22129326	cnvITH
TCGA-A1-A0SI-01	2.492490632	cnvITH
TCGA-AR-A1AR-01	2.579642066	cnvITH
TCGA-LL-A5YP-01	2.963486476	cnvITH
TCGA-BH-A0BC-01	2.528741465	cnvITH
TCGA-BH-A0B7-01	2.233759552	cnvITH
TCGA-BH-A0C1-01	2.386230578	cnvITH
TCGA-B6-A0I9-01	3.069441185	cnvITH
TCGA-E9-A1R0-01	2.155207667	cnvITH
TCGA-E2-A1IU-01	2.809152002	cnvITH
TCGA-OL-A66P-01	2.221400642	cnvITH
TCGA-D8-A1Y0-01	2.694139987	cnvITH
TCGA-C8-A12W-01	3.030305183	cnvITH
TCGA-AO-A03O-01	3.360908363	cnvITH
TCGA-BH-A0BV-01	2.755195156	cnvITH
TCGA-A1-A0SF-01	2.925296307	cnvITH
TCGA-C8-A131-01	2.435483399	cnvITH
TCGA-E9-A2JT-01	1.710273786	cnvITH
TCGA-E9-A1NH-01	2.590800795	cnvITH
TCGA-A2-A04Y-01	3.33656635	cnvITH
TCGA-B6-A0WX-01	2.890127049	cnvITH
TCGA-E2-A1BD-01	2.631767782	cnvITH
TCGA-E9-A24A-01	2.515655893	cnvITH
TCGA-A8-A09T-01	2.182755262	cnvITH
TCGA-A8-A07G-01	2.33329908	cnvITH
TCGA-EW-A1P6-01	2.362811334	cnvITH
TCGA-A2-A04W-01	2.951392843	cnvITH
TCGA-BH-A18R-01	2.991099736	cnvITH
TCGA-BH-A209-01	2.833699743	cnvITH
TCGA-BH-A208-01	2.94336634	cnvITH
TCGA-A7-A6VY-01	2.596459691	cnvITH
TCGA-A8-A08P-01	2.829320665	cnvITH
TCGA-AC-A2B8-01	2.606624202	cnvITH
TCGA-EW-A423-01	2.785159395	cnvITH
TCGA-BH-A0B0-01	1.988201198	cnvITH
TCGA-BH-A0HX-01	3.243758787	cnvITH
TCGA-OL-A5RY-01	2.427793831	cnvITH
TCGA-A7-A0D9-01	3.681803774	cnvITH
TCGA-B6-A0WT-01	3.07357061	cnvITH
TCGA-D8-A1JA-01	2.752789436	cnvITH
TCGA-D8-A1XM-01	1.888899713	cnvITH
TCGA-B6-A0RL-01	3.113612526	cnvITH
TCGA-AN-A041-01	3.314488005	cnvITH
TCGA-XX-A899-01	2.907206189	cnvITH
TCGA-AC-A2QJ-01	2.539827886	cnvITH
TCGA-A8-A08R-01	2.666932594	cnvITH
TCGA-AO-A03P-01	3.49651109	cnvITH
TCGA-A8-A0A1-01	2.517580427	cnvITH
TCGA-EW-A1PB-01	2.595581087	cnvITH
TCGA-C8-A274-01	2.770526381	cnvITH
TCGA-E9-A1RB-01	2.774835465	cnvITH
TCGA-AR-A2LN-01	2.401444948	cnvITH
TCGA-PL-A8LX-01	2.940492925	cnvITH
TCGA-A2-A25D-01	2.631971313	cnvITH
TCGA-BH-A201-01	3.018122288	cnvITH
TCGA-3C-AAAU-01	3.047669303	cnvITH
TCGA-AO-A12C-01	2.182543607	cnvITH
TCGA-D8-A1XV-01	1.756779649	cnvITH
TCGA-BH-A6R8-01	2.657821956	cnvITH
TCGA-AC-A6NO-01	2.919800626	cnvITH
TCGA-C8-A12T-01	3.347330052	cnvITH
TCGA-EW-A1IY-01	2.82926192	cnvITH
TCGA-BH-A0BF-01	2.265993244	cnvITH
TCGA-E2-A15J-01	2.563218146	cnvITH
TCGA-AO-A0J3-01	2.972645498	cnvITH
TCGA-BH-A0B1-01	3.153305812	cnvITH
TCGA-BH-A0DP-01	2.648049117	cnvITH
TCGA-AC-A2BM-01	3.020488791	cnvITH
TCGA-LL-A6FR-01	2.978837655	cnvITH
TCGA-E2-A15K-01	2.68521795	cnvITH
TCGA-A8-A07R-01	2.865270797	cnvITH
TCGA-B6-A0RV-01	2.914373417	cnvITH
TCGA-A2-A0EO-01	2.765262978	cnvITH
TCGA-AR-A0TU-01	2.379186257	cnvITH
TCGA-BH-A0H9-01	3.314498226	cnvITH
TCGA-A7-A4SE-01	3.210533335	cnvITH
TCGA-BH-A0B6-01	2.045804829	cnvITH
TCGA-C8-A278-01	2.257479317	cnvITH
TCGA-E2-A3DX-01	1.935350197	cnvITH
TCGA-B6-A1KC-01	3.189512301	cnvITH
TCGA-BH-A1FB-01	1.861649326	cnvITH
TCGA-BH-A0DQ-01	2.426401558	cnvITH
TCGA-A2-A0CR-01	1.876555972	cnvITH
TCGA-BH-A1F5-01	2.826297993	cnvITH
TCGA-A2-A0EW-01	2.534963907	cnvITH
TCGA-E9-A54Y-01	3.018318917	cnvITH
TCGA-A2-A1FZ-01	2.28997423	cnvITH
TCGA-BH-A0AU-01	2.744110408	cnvITH
TCGA-BH-A0DI-01	2.700116148	cnvITH
TCGA-BH-A1EN-01	3.210242698	cnvITH
TCGA-AO-A12A-01	2.587384889	cnvITH
TCGA-LL-A73Y-01	2.941279142	cnvITH
TCGA-A8-A09X-01	2.220823969	cnvITH
TCGA-BH-A0E0-01	2.817823405	cnvITH
TCGA-B6-A0RM-01	2.835594731	cnvITH
TCGA-D8-A1JK-01	2.455723991	cnvITH
TCGA-E2-A1IE-01	2.45221933	cnvITH
TCGA-BH-A1FU-01	2.218937033	cnvITH
TCGA-D8-A143-01	2.885903697	cnvITH
TCGA-A2-A0SX-01	2.806142941	cnvITH
TCGA-E2-A2P5-01	2.757839606	cnvITH
TCGA-EW-A1J3-01	3.230925957	cnvITH
TCGA-D8-A1XT-01	2.835506685	cnvITH
TCGA-E9-A22G-01	2.630986902	cnvITH
TCGA-E9-A1QZ-01	2.844231493	cnvITH
TCGA-LL-A6FP-01	2.778168293	cnvITH
TCGA-GM-A2D9-01	2.387847111	cnvITH
TCGA-A2-A4S1-01	2.626647038	cnvITH
TCGA-B6-A3ZX-01	1.83062049	cnvITH
TCGA-A7-A26I-01	2.930720416	cnvITH
TCGA-A7-A5ZW-01	2.224061305	cnvITH
TCGA-B6-A0IA-01	2.823795881	cnvITH
TCGA-A8-A06O-01	3.194094796	cnvITH
TCGA-C8-A26W-01	2.699115277	cnvITH
TCGA-E9-A229-01	2.106924152	cnvITH
TCGA-AN-A0FZ-01	3.131975862	cnvITH
TCGA-B6-A0RI-01	2.491747796	cnvITH
TCGA-E2-A15I-01	2.266923749	cnvITH
TCGA-HN-A2NL-01	2.867066736	cnvITH
TCGA-BH-A0BP-01	2.918001752	cnvITH
TCGA-BH-A0H7-01	3.080864667	cnvITH
TCGA-A8-A08Z-01	2.159637218	cnvITH
TCGA-B6-A400-01	2.891394652	cnvITH
TCGA-BH-A0H6-01	2.044942335	cnvITH
TCGA-A2-A0SU-01	2.656817048	cnvITH
TCGA-S3-AA14-01	2.063576713	cnvITH
TCGA-AR-A1AI-01	2.413740343	cnvITH
TCGA-E2-A15M-01	2.600914349	cnvITH
TCGA-OL-A5RV-01	2.609227846	cnvITH
TCGA-E2-A1L9-01	2.187129916	cnvITH
TCGA-BH-A0DS-01	2.41985692	cnvITH
TCGA-A2-A0D4-01	2.838560491	cnvITH
TCGA-OL-A5RX-01	2.566249762	cnvITH
TCGA-OL-A5RU-01	2.370468681	cnvITH
TCGA-BH-A0HU-01	2.838392836	cnvITH
TCGA-AC-A6IW-01	2.68983389	cnvITH
TCGA-D8-A1XZ-01	3.159706244	cnvITH
TCGA-A2-A1FV-01	2.940981337	cnvITH
TCGA-BH-A18I-01	2.822248293	cnvITH
TCGA-A8-A086-01	3.375509279	cnvITH
TCGA-E9-A244-01	2.60097223	cnvITH
TCGA-BH-A18N-01	2.912650116	cnvITH
TCGA-E2-A1LK-01	2.846251665	cnvITH
TCGA-BH-A0E1-01	2.434544276	cnvITH
TCGA-D8-A1JG-01	3.051442798	cnvITH
TCGA-B6-A0RH-01	2.610640726	cnvITH
TCGA-A8-A08T-01	2.821638921	cnvITH
TCGA-A2-A04X-01	2.336343826	cnvITH
TCGA-E2-A574-01	3.351862921	cnvITH
TCGA-OL-A66N-01	2.57429764	cnvITH
TCGA-A2-A04V-01	2.18198248	cnvITH
TCGA-A2-A0EN-01	2.07877868	cnvITH
TCGA-E9-A3QA-01	2.139728433	cnvITH
TCGA-AR-A1AW-01	2.251362214	cnvITH
TCGA-GM-A5PX-01	2.804370062	cnvITH
TCGA-AO-A126-01	2.331595612	cnvITH
TCGA-A8-A09B-01	2.564842587	cnvITH
TCGA-AO-A0JD-01	2.781841324	cnvITH
TCGA-BH-A0BD-01	3.18018041	cnvITH
TCGA-A8-A097-01	2.990932695	cnvITH
TCGA-PE-A5DC-01	2.498336265	cnvITH
TCGA-A2-A0ET-01	2.764068479	cnvITH
TCGA-D8-A1XC-01	1.777593793	cnvITH
TCGA-AO-A1KQ-01	2.905595861	cnvITH
TCGA-A2-A0SW-01	2.725842014	cnvITH
TCGA-A8-A08X-01	2.704815542	cnvITH
TCGA-B6-A0WZ-01	2.073725045	cnvITH
TCGA-A8-A06N-01	2.772550022	cnvITH
TCGA-D8-A1JC-01	2.834407416	cnvITH
TCGA-AR-A24R-01	3.354198135	cnvITH
TCGA-E9-A54X-01	1.980879784	cnvITH
TCGA-B6-A0WW-01	2.933790709	cnvITH
TCGA-E2-A15S-01	2.828752893	cnvITH
TCGA-S3-AA17-01	2.395162319	cnvITH
TCGA-D8-A1J8-01	2.308229731	cnvITH
TCGA-D8-A145-01	2.201574279	cnvITH
TCGA-E2-A15D-01	2.551091852	cnvITH
TCGA-D8-A1XQ-01	2.618658307	cnvITH
TCGA-AR-A251-01	2.758395255	cnvITH
TCGA-A2-A3KD-01	2.33337573	cnvITH
TCGA-EW-A1P7-01	1.963057108	cnvITH
TCGA-AR-A24S-01	2.656905782	cnvITH
TCGA-OL-A5S0-01	3.199290297	cnvITH
TCGA-B6-A0X0-01	2.657382832	cnvITH
TCGA-LL-A441-01	2.062436581	cnvITH
TCGA-AN-A0XL-01	2.301587109	cnvITH
TCGA-B6-A409-01	2.740412591	cnvITH
TCGA-C8-A12U-01	3.385144169	cnvITH
TCGA-A7-A5ZX-01	2.213416311	cnvITH
TCGA-AO-A124-01	2.968706501	cnvITH
TCGA-3C-AALK-01	2.802912935	cnvITH
TCGA-E9-A1N8-01	3.263522536	cnvITH
TCGA-E2-A14W-01	2.349580944	cnvITH
TCGA-A8-A08J-01	3.557373803	cnvITH
TCGA-BH-A0DH-01	2.069815849	cnvITH
TCGA-BH-A0B5-01	2.495400344	cnvITH
TCGA-D8-A1XJ-01	3.029889332	cnvITH
TCGA-A2-A1G1-01	3.035519356	cnvITH
TCGA-C8-A3M8-01	2.749402522	cnvITH
TCGA-E9-A22D-01	2.747063571	cnvITH
TCGA-AR-A0U1-01	2.389488033	cnvITH
TCGA-EW-A1PH-01	3.089128788	cnvITH
TCGA-A2-A1G6-01	1.060302946	cnvITH
TCGA-AC-A6IX-06	2.871722764	cnvITH
TCGA-B6-A0I2-01	3.070848772	cnvITH
TCGA-B6-A0RQ-01	2.026061014	cnvITH
TCGA-AR-A2LM-01	3.083879963	cnvITH
TCGA-A7-A6VX-01	2.881435668	cnvITH
TCGA-E9-A1NG-01	1.465498184	cnvITH
TCGA-B6-A0IG-01	2.684059485	cnvITH
TCGA-A2-A0T5-01	2.558271928	cnvITH
TCGA-EW-A2FV-01	2.621606694	cnvITH
TCGA-A8-A096-01	1.470214505	cnvITH
TCGA-A2-A0T1-01	2.736419209	cnvITH
TCGA-A2-A25E-01	2.883927327	cnvITH
TCGA-AR-A24H-01	2.74209419	cnvITH
TCGA-AR-A24P-01	2.3773017	cnvITH
TCGA-BH-A0AZ-01	2.21890124	cnvITH
TCGA-B6-A0RO-01	2.487388068	cnvITH
TCGA-E9-A1RF-01	3.190987335	cnvITH
TCGA-GM-A3XL-01	2.755610843	cnvITH
TCGA-WT-AB44-01	2.215862261	cnvITH
TCGA-BH-A8FY-01	2.672756778	cnvITH
TCGA-E2-A15P-01	2.316949869	cnvITH
TCGA-D8-A147-01	2.829666514	cnvITH
TCGA-D8-A1XK-01	2.314241552	cnvITH
TCGA-AO-A12B-01	2.537368023	cnvITH
TCGA-A1-A0SD-01	2.232149549	cnvITH
TCGA-BH-A18K-01	3.209321435	cnvITH
TCGA-B6-A0IE-01	3.136727752	cnvITH
TCGA-BH-A0AW-01	2.961602904	cnvITH
TCGA-AR-A24L-01	2.430077035	cnvITH
TCGA-BH-A0HP-01	2.377726621	cnvITH
TCGA-3C-AALI-01	3.1157838	cnvITH
TCGA-D8-A1XR-01	1.853316667	cnvITH
TCGA-E2-A15K-06	2.502285383	cnvITH
TCGA-E2-A109-01	3.29930889	cnvITH
TCGA-A2-A0SY-01	2.750868808	cnvITH
TCGA-LL-A8F5-01	2.964901515	cnvITH
TCGA-C8-A27B-01	2.712429913	cnvITH
TCGA-A2-A0D3-01	2.432132528	cnvITH
TCGA-A8-A08G-01	3.142207008	cnvITH
TCGA-A2-A04Q-01	1.859189933	cnvITH
TCGA-C8-A8HQ-01	1.867756727	cnvITH
TCGA-C8-A1HK-01	2.890073822	cnvITH
TCGA-BH-A0HW-01	2.662049807	cnvITH
TCGA-AC-A3YJ-01	2.130013985	cnvITH
TCGA-E2-A10B-01	2.596834379	cnvITH
TCGA-AO-A0J6-01	2.861371419	cnvITH
TCGA-EW-A1OW-01	3.249800823	cnvITH
TCGA-D8-A1J9-01	2.832208605	cnvITH
TCGA-A7-A4SD-01	3.189354278	cnvITH
TCGA-A2-A3XW-01	1.84490257	cnvITH
TCGA-AR-A1AQ-01	2.90552319	cnvITH
TCGA-BH-A1FC-01	2.988934969	cnvITH
TCGA-BH-A0HO-01	2.525676501	cnvITH
TCGA-LL-A50Y-01	2.475213319	cnvITH
TCGA-D8-A1XL-01	3.021512092	cnvITH
TCGA-E2-A1IK-01	1.235627195	cnvITH
TCGA-E9-A227-01	2.150105091	cnvITH
TCGA-AC-A2FB-01	2.540606458	cnvITH
TCGA-A8-A07W-01	3.197260511	cnvITH
TCGA-A1-A0SE-01	2.743029013	cnvITH
TCGA-A7-A26F-01	2.314841848	cnvITH
TCGA-A1-A0SQ-01	3.288862487	cnvITH
TCGA-AR-A0TV-01	3.295266584	cnvITH
TCGA-BH-A1F0-01	1.903696855	cnvITH
TCGA-E9-A1N6-01	2.959188555	cnvITH
TCGA-A8-A0A4-01	2.141785151	cnvITH
TCGA-AR-A2LJ-01	3.293653207	cnvITH
TCGA-A8-A09W-01	2.78808407	cnvITH
TCGA-BH-A0BT-01	2.775588313	cnvITH
TCGA-BH-A1EO-01	3.015962288	cnvITH
TCGA-AR-A256-01	2.94616952	cnvITH
TCGA-A2-A0ST-01	2.117596604	cnvITH
TCGA-E2-A15O-01	3.224390453	cnvITH
TCGA-A2-A4RY-01	1.758823169	cnvITH
TCGA-BH-A0E9-01	1.722622781	cnvITH
TCGA-LD-A66U-01	2.354004125	cnvITH
TCGA-BH-A18U-01	2.888939777	cnvITH
TCGA-A7-A3RF-01	1.970288449	cnvITH
TCGA-D8-A1XA-01	2.176789082	cnvITH
TCGA-D8-A27K-01	1.93939869	cnvITH
TCGA-D8-A1X6-01	2.476956871	cnvITH
TCGA-BH-A18M-01	2.511685452	cnvITH
TCGA-AR-A2LL-01	3.221825014	cnvITH
TCGA-D8-A27I-01	2.27514515	cnvITH
TCGA-GM-A3NY-01	2.402423151	cnvITH
TCGA-AR-A1AM-01	2.38325949	cnvITH
TCGA-4H-AAAK-01	2.20500306	cnvITH
TCGA-LL-A5YO-01	2.04128994	cnvITH
TCGA-AQ-A0Y5-01	3.083084433	cnvITH
TCGA-AR-A250-01	2.756992975	cnvITH
TCGA-AR-A0TQ-01	3.116478113	cnvITH
TCGA-AR-A2LK-01	2.902101466	cnvITH
TCGA-C8-A135-01	2.531542197	cnvITH
TCGA-AR-A0TR-01	2.781893155	cnvITH
TCGA-A2-A0CL-01	2.738015697	cnvITH
TCGA-OL-A66L-01	2.571589852	cnvITH
TCGA-C8-A138-01	2.939971069	cnvITH
TCGA-S3-AA11-01	2.646264587	cnvITH
TCGA-EW-A3U0-01	2.498215225	cnvITH
TCGA-E2-A10E-01	2.454115262	cnvITH
