sample	ieITH_score	score_type
TCGA-D8-A1Y3-01	3.177445611	lncITH
TCGA-E2-A152-01	2.959973268	lncITH
TCGA-E2-A3DX-01	2.673123877	lncITH
TCGA-C8-A1HM-01	3.067555193	lncITH
TCGA-E2-A158-01	3.223446691	lncITH
TCGA-AR-A0TP-01	3.07091456	lncITH
TCGA-A7-A26F-01	3.924429274	lncITH
TCGA-A2-A1FW-01	3.020156783	lncITH
TCGA-E2-A15A-06	2.946118903	lncITH
TCGA-AC-A23C-01	3.046734929	lncITH
TCGA-EW-A1OY-01	3.03797902	lncITH
TCGA-A7-A26H-01	3.007338778	lncITH
TCGA-GM-A2DC-01	3.098810919	lncITH
TCGA-A8-A09G-01	3.002626838	lncITH
TCGA-AO-A0J9-01	2.822117302	lncITH
TCGA-E2-A15H-01	2.951356024	lncITH
TCGA-E2-A14Y-01	3.276738452	lncITH
TCGA-OL-A5RU-01	2.812218418	lncITH
TCGA-3C-AALI-01	3.144063941	lncITH
TCGA-S3-A6ZH-01	2.98178045	lncITH
TCGA-C8-A130-01	2.996964263	lncITH
TCGA-E2-A155-01	3.036079497	lncITH
TCGA-A8-A082-01	3.007291677	lncITH
TCGA-E2-A14R-01	3.137095306	lncITH
TCGA-E9-A1RI-01	2.83897381	lncITH
TCGA-BH-A204-01	3.172686739	lncITH
TCGA-LL-A7T0-01	2.985420496	lncITH
TCGA-A2-A0T7-01	2.669709778	lncITH
TCGA-D8-A1XT-01	2.975315306	lncITH
TCGA-D8-A146-01	2.742104798	lncITH
TCGA-D8-A1Y2-01	2.83955918	lncITH
TCGA-AR-A2LJ-01	2.875676346	lncITH
TCGA-A2-A0YK-01	2.564369523	lncITH
TCGA-BH-A0B3-01	3.026455958	lncITH
TCGA-E9-A1R7-01	3.081835264	lncITH
TCGA-AR-A1AQ-01	3.122323619	lncITH
TCGA-E2-A1L8-01	3.090985202	lncITH
TCGA-JL-A3YX-01	2.945489799	lncITH
TCGA-S3-AA17-01	3.017802478	lncITH
TCGA-A8-A07C-01	3.085772381	lncITH
TCGA-A7-A0CH-01	2.950521908	lncITH
TCGA-AR-A0TZ-01	3.035994576	lncITH
TCGA-E2-A15I-01	2.950808415	lncITH
TCGA-BH-A0B4-01	3.230151024	lncITH
TCGA-E2-A15K-06	3.127593865	lncITH
TCGA-BH-A0WA-01	3.086416741	lncITH
TCGA-A2-A0ET-01	3.067972724	lncITH
TCGA-OL-A5RW-01	3.215834015	lncITH
TCGA-AN-A0FD-01	3.138949097	lncITH
TCGA-BH-A0H7-01	3.033513065	lncITH
TCGA-A2-A0D0-01	3.173894373	lncITH
TCGA-AO-A0JC-01	3.127561672	lncITH
TCGA-BH-A1EW-01	2.858602001	lncITH
TCGA-AO-A03M-01	2.954532844	lncITH
TCGA-E2-A154-01	3.040877886	lncITH
TCGA-C8-A26W-01	2.891343649	lncITH
TCGA-A2-A4RW-01	2.843803845	lncITH
TCGA-BH-A18I-01	2.900697776	lncITH
TCGA-BH-A0BM-01	2.882223054	lncITH
TCGA-E2-A14N-01	3.127825943	lncITH
TCGA-5L-AAT0-01	2.837332896	lncITH
TCGA-GM-A3XN-01	2.838145196	lncITH
TCGA-BH-A6R9-01	2.922018204	lncITH
TCGA-EW-A1PG-01	2.879855086	lncITH
TCGA-AN-A03Y-01	3.030141542	lncITH
TCGA-EW-A1P1-01	2.684138889	lncITH
TCGA-A2-A25D-01	2.900458002	lncITH
TCGA-C8-A131-01	3.071208651	lncITH
TCGA-AO-A128-01	3.190915128	lncITH
TCGA-D8-A73W-01	2.949745043	lncITH
TCGA-AQ-A54N-01	3.295600208	lncITH
TCGA-D8-A27V-01	2.783264551	lncITH
TCGA-AC-A3OD-01	3.536992791	lncITH
TCGA-AC-A3W6-01	2.815953898	lncITH
TCGA-A7-A0CJ-01	3.057766603	lncITH
TCGA-A8-A07U-01	2.936219852	lncITH
TCGA-D8-A1XS-01	2.892764843	lncITH
TCGA-B6-A0I8-01	2.991464026	lncITH
TCGA-E2-A15E-01	2.713892331	lncITH
TCGA-D8-A27G-01	2.81574829	lncITH
TCGA-A2-A0YE-01	3.093023738	lncITH
TCGA-A8-A076-01	3.010805051	lncITH
TCGA-A7-A4SB-01	2.993465723	lncITH
TCGA-EW-A1OV-01	3.006524688	lncITH
TCGA-AN-A0FV-01	3.151806639	lncITH
TCGA-A2-A4S3-01	3.136238729	lncITH
TCGA-BH-A0BZ-01	2.972458555	lncITH
TCGA-E9-A5FL-01	3.354033669	lncITH
TCGA-D8-A73U-01	2.836059098	lncITH
TCGA-A1-A0SK-01	3.212212612	lncITH
TCGA-BH-A0BJ-01	2.836911807	lncITH
TCGA-D8-A1XY-01	2.9481117	lncITH
TCGA-LL-A8F5-01	3.203900271	lncITH
TCGA-E9-A1R6-01	2.987340268	lncITH
TCGA-BH-A1FL-01	2.959838998	lncITH
TCGA-B6-A0IB-01	3.121760449	lncITH
TCGA-A7-A0CG-01	2.699967644	lncITH
TCGA-B6-A0RO-01	3.104911593	lncITH
TCGA-C8-A12Q-01	2.970610374	lncITH
TCGA-D8-A145-01	2.673181515	lncITH
TCGA-B6-A0IK-01	3.2122569	lncITH
TCGA-C8-A1HE-01	2.880225059	lncITH
TCGA-EW-A1J3-01	3.192153051	lncITH
TCGA-GI-A2C8-01	2.882418486	lncITH
TCGA-B6-A0X7-01	2.916336779	lncITH
TCGA-A8-A08L-01	3.123538473	lncITH
TCGA-A2-A0CM-01	3.025947907	lncITH
TCGA-OL-A66O-01	3.166513661	lncITH
TCGA-A8-A09M-01	3.104918639	lncITH
TCGA-AQ-A7U7-01	2.91046412	lncITH
TCGA-AO-A1KS-01	2.9952373	lncITH
TCGA-BH-A0BC-01	2.896544009	lncITH
TCGA-C8-A26Y-01	3.278661582	lncITH
TCGA-BH-A0EB-01	2.838704275	lncITH
TCGA-C8-A12W-01	3.075400185	lncITH
TCGA-AR-A24L-01	2.903455817	lncITH
TCGA-EW-A1PB-01	3.168509566	lncITH
TCGA-D8-A1JJ-01	2.956177124	lncITH
TCGA-C8-A12Z-01	3.148773433	lncITH
TCGA-A8-A09X-01	3.110123002	lncITH
TCGA-A2-A3KD-01	2.729444686	lncITH
TCGA-E9-A22G-01	3.203107859	lncITH
TCGA-GM-A5PX-01	3.037872989	lncITH
TCGA-A2-A4RX-01	2.923382122	lncITH
TCGA-D8-A1JC-01	3.029670052	lncITH
TCGA-A2-A0SV-01	3.027362497	lncITH
TCGA-AR-A24U-01	2.899361407	lncITH
TCGA-B6-A0X0-01	3.158715293	lncITH
TCGA-BH-A0EA-01	2.743515308	lncITH
TCGA-LL-A440-01	2.703767319	lncITH
TCGA-A1-A0SQ-01	3.080202567	lncITH
TCGA-E9-A1RG-01	3.15259787	lncITH
TCGA-AC-A3QQ-01	3.67957145	lncITH
TCGA-BH-A18V-06	3.19526784	lncITH
TCGA-E2-A1LH-01	3.099953755	lncITH
TCGA-C8-A137-01	3.306910298	lncITH
TCGA-E9-A1R4-01	2.98127204	lncITH
TCGA-D8-A1JB-01	2.622512223	lncITH
TCGA-A2-A04X-01	3.075851748	lncITH
TCGA-BH-A0BO-01	2.633365851	lncITH
TCGA-D8-A1Y0-01	2.902700565	lncITH
TCGA-C8-A275-01	2.998125739	lncITH
TCGA-S3-AA10-01	3.076027544	lncITH
TCGA-B6-A1KF-01	3.160400677	lncITH
TCGA-AO-A0J7-01	3.05837624	lncITH
TCGA-EW-A2FV-01	2.714930096	lncITH
TCGA-E2-A10F-01	2.759410283	lncITH
TCGA-AR-A252-01	2.808731018	lncITH
TCGA-BH-A8G0-01	2.59530451	lncITH
TCGA-AN-A0XR-01	3.069109297	lncITH
TCGA-A2-A0YC-01	2.942600642	lncITH
TCGA-BH-A8FY-01	2.998401186	lncITH
TCGA-AC-A2B8-01	2.831675902	lncITH
TCGA-AO-A0JL-01	3.175809583	lncITH
TCGA-D8-A27W-01	3.013267227	lncITH
TCGA-E9-A1RE-01	3.04608624	lncITH
TCGA-BH-A0DE-01	2.765863266	lncITH
TCGA-BH-A202-01	2.95860104	lncITH
TCGA-BH-A18R-01	2.890642335	lncITH
TCGA-B6-A0RV-01	2.755757666	lncITH
TCGA-D8-A27P-01	2.69389671	lncITH
TCGA-E9-A3X8-01	3.175605702	lncITH
TCGA-A7-A4SA-01	2.854092381	lncITH
TCGA-AC-A7VB-01	3.160752786	lncITH
TCGA-AN-A046-01	2.946713367	lncITH
TCGA-A2-A0SX-01	2.964563934	lncITH
TCGA-A8-A06N-01	3.215987766	lncITH
TCGA-A8-A06U-01	3.109548164	lncITH
TCGA-BH-A0HP-01	2.731880673	lncITH
TCGA-BH-A18U-01	3.094584471	lncITH
TCGA-AN-A0AS-01	3.071226099	lncITH
TCGA-BH-A1F2-01	2.919033831	lncITH
TCGA-BH-A18M-01	2.634064296	lncITH
TCGA-S3-AA15-01	2.846834525	lncITH
TCGA-C8-A12L-01	3.085263853	lncITH
TCGA-AC-A6IX-06	2.965893058	lncITH
TCGA-D8-A1X8-01	2.697566	lncITH
TCGA-AR-A24V-01	2.89116838	lncITH
TCGA-D8-A1XA-01	3.012895924	lncITH
TCGA-D8-A1JH-01	2.759898851	lncITH
TCGA-AN-A0XU-01	3.107745801	lncITH
TCGA-BH-A0BL-01	2.908338747	lncITH
TCGA-B6-A0IQ-01	3.212437481	lncITH
TCGA-AO-A0JI-01	3.065304907	lncITH
TCGA-B6-A0IA-01	3.189290582	lncITH
TCGA-E2-A1L7-01	2.975687957	lncITH
TCGA-BH-A18F-01	2.844119542	lncITH
TCGA-C8-A1HI-01	2.894425134	lncITH
TCGA-BH-A0BD-01	2.841873561	lncITH
TCGA-AN-A0G0-01	3.065969581	lncITH
TCGA-BH-A0AZ-01	2.890987931	lncITH
TCGA-BH-A18S-01	3.062816247	lncITH
TCGA-A8-A08S-01	3.014504453	lncITH
TCGA-C8-A278-01	3.004774213	lncITH
TCGA-C8-A1HK-01	3.150560455	lncITH
TCGA-C8-A1HO-01	3.001236372	lncITH
TCGA-AC-A2FE-01	2.706365762	lncITH
TCGA-E9-A1NF-01	2.956020081	lncITH
TCGA-AO-A0J6-01	3.110338485	lncITH
TCGA-LL-A5YP-01	2.993103873	lncITH
TCGA-BH-A0DI-01	2.728478889	lncITH
TCGA-BH-A1FJ-01	3.122765835	lncITH
TCGA-UU-A93S-01	3.283959811	lncITH
TCGA-EW-A2FW-01	3.016981314	lncITH
TCGA-BH-A209-01	3.059146355	lncITH
TCGA-OL-A5RX-01	2.663480736	lncITH
TCGA-E2-A15D-01	2.895721908	lncITH
TCGA-D8-A27H-01	3.006432171	lncITH
TCGA-BH-A1F6-01	3.059108133	lncITH
TCGA-A1-A0SD-01	2.729429942	lncITH
TCGA-AO-A03V-01	2.904339531	lncITH
TCGA-A8-A0A2-01	3.137743365	lncITH
TCGA-LD-A66U-01	2.94003886	lncITH
TCGA-E2-A15O-01	3.015133772	lncITH
TCGA-BH-A0HO-01	2.90727833	lncITH
TCGA-A7-A6VW-01	3.127372029	lncITH
TCGA-BH-A0HY-01	2.981607997	lncITH
TCGA-3C-AALJ-01	3.129373888	lncITH
TCGA-BH-AB28-01	2.793119332	lncITH
TCGA-EW-A1PH-01	3.207871563	lncITH
TCGA-A8-A08H-01	2.869100248	lncITH
TCGA-AO-A0JE-01	3.000617805	lncITH
TCGA-D8-A1XF-01	3.14280445	lncITH
TCGA-BH-A0BQ-01	2.968907548	lncITH
TCGA-EW-A1PC-01	3.230478122	lncITH
TCGA-A8-A08I-01	3.327330598	lncITH
TCGA-B6-A0X4-01	3.010858432	lncITH
TCGA-E9-A2JS-01	3.024976356	lncITH
TCGA-A8-A096-01	2.982678728	lncITH
TCGA-AR-A1AR-01	2.95617643	lncITH
TCGA-B6-A0WY-01	2.809961025	lncITH
TCGA-A8-A084-01	3.037857057	lncITH
TCGA-A8-A09E-01	3.071038896	lncITH
TCGA-BH-A1ES-06	3.321070571	lncITH
TCGA-EW-A1OW-01	2.97974157	lncITH
TCGA-E9-A54X-01	3.111855847	lncITH
TCGA-B6-A0RG-01	3.122516944	lncITH
TCGA-A8-A097-01	3.074806683	lncITH
TCGA-E9-A5FK-01	3.039331972	lncITH
TCGA-C8-A8HQ-01	3.103689838	lncITH
TCGA-C8-A27A-01	3.293987753	lncITH
TCGA-BH-A0BP-01	2.884999015	lncITH
TCGA-B6-A0RL-01	3.248948023	lncITH
TCGA-A8-A08F-01	3.072434929	lncITH
TCGA-A2-A0CK-01	2.751794671	lncITH
TCGA-B6-A0IE-01	3.003124172	lncITH
TCGA-E9-A1N4-01	2.828709312	lncITH
TCGA-D8-A1XZ-01	2.982077797	lncITH
TCGA-AR-A1AS-01	3.110898656	lncITH
TCGA-EW-A424-01	3.003713859	lncITH
TCGA-A7-A3RF-01	3.08508605	lncITH
TCGA-AR-A24H-01	3.127116692	lncITH
TCGA-A8-A06T-01	3.066745152	lncITH
TCGA-C8-A1HL-01	3.097896169	lncITH
TCGA-BH-A0HA-01	2.96193821	lncITH
TCGA-AN-A0FK-01	3.103512959	lncITH
TCGA-B6-A0RQ-01	2.878564418	lncITH
TCGA-D8-A13Z-01	3.012110174	lncITH
TCGA-OL-A5D6-01	2.954642599	lncITH
TCGA-D8-A1XG-01	2.933808728	lncITH
TCGA-EW-A6SA-01	3.135342856	lncITH
TCGA-E2-A15L-01	2.849697353	lncITH
TCGA-C8-A26Z-01	3.001806216	lncITH
TCGA-C8-A12Y-01	3.210649113	lncITH
TCGA-A7-A13F-01	3.045754331	lncITH
TCGA-BH-A28Q-01	2.851805284	lncITH
TCGA-GM-A5PV-01	2.955079077	lncITH
TCGA-A2-A3KC-01	2.717514644	lncITH
TCGA-B6-A408-01	3.118681659	lncITH
TCGA-BH-A0DV-01	2.860696373	lncITH
TCGA-B6-A0IH-01	2.695021428	lncITH
TCGA-A2-A1G4-01	3.0446107	lncITH
TCGA-A8-A093-01	2.925803547	lncITH
TCGA-AN-A0XP-01	2.946043106	lncITH
TCGA-AO-A1KQ-01	3.070354857	lncITH
TCGA-AR-A256-01	3.115758453	lncITH
TCGA-E9-A1N5-01	2.840760856	lncITH
TCGA-OL-A66I-01	3.075763921	lncITH
TCGA-GM-A4E0-01	2.83842315	lncITH
TCGA-C8-A3M7-01	2.814405884	lncITH
TCGA-OL-A6VR-01	2.934828835	lncITH
TCGA-AR-A1AI-01	3.054430709	lncITH
TCGA-E9-A295-01	2.949761046	lncITH
TCGA-AR-A1AM-01	2.658274793	lncITH
TCGA-AR-A2LR-01	3.000567412	lncITH
TCGA-EW-A1OZ-01	3.046632526	lncITH
TCGA-A1-A0SJ-01	2.91320035	lncITH
TCGA-AR-A24P-01	2.810856658	lncITH
TCGA-D8-A1JU-01	2.541762256	lncITH
TCGA-A8-A07F-01	3.00876556	lncITH
TCGA-BH-A8FZ-01	2.68046134	lncITH
TCGA-A2-A0CL-01	2.885556529	lncITH
TCGA-A8-A08G-01	3.401305815	lncITH
TCGA-BH-A0HW-01	3.141185906	lncITH
TCGA-A7-A0D9-01	3.033210513	lncITH
TCGA-C8-A12K-01	3.073723723	lncITH
TCGA-E2-A1B4-01	3.133996708	lncITH
TCGA-C8-A12U-01	3.194598925	lncITH
TCGA-C8-A8HP-01	3.079522521	lncITH
TCGA-A2-A3XV-01	3.341739171	lncITH
TCGA-BH-A0AW-01	3.161425655	lncITH
TCGA-AN-A0FF-01	2.909796017	lncITH
TCGA-BH-A0DX-01	2.769508107	lncITH
TCGA-AR-A24M-01	2.801939075	lncITH
TCGA-E2-A2P6-01	3.12931854	lncITH
TCGA-E2-A159-01	2.997279786	lncITH
TCGA-C8-A274-01	3.001792884	lncITH
TCGA-E2-A14U-01	2.81019528	lncITH
TCGA-LL-A5YN-01	3.116957581	lncITH
TCGA-LL-A740-01	3.036207343	lncITH
TCGA-LL-A6FP-01	3.239106223	lncITH
TCGA-A7-A6VX-01	2.960278903	lncITH
TCGA-AC-A6IW-01	3.088737272	lncITH
TCGA-A8-A06X-01	3.196499301	lncITH
TCGA-A2-A3XX-01	3.085606639	lncITH
TCGA-E9-A1NA-01	3.056350469	lncITH
TCGA-AR-A24T-01	2.733772153	lncITH
TCGA-BH-A0AU-01	2.937684465	lncITH
TCGA-B6-A0WS-01	2.85866592	lncITH
TCGA-B6-A0I5-01	3.03600216	lncITH
TCGA-E2-A14P-01	3.114311876	lncITH
TCGA-GM-A2DF-01	3.051766448	lncITH
TCGA-AQ-A04H-01	2.935718106	lncITH
TCGA-AC-A6NO-01	2.933024677	lncITH
TCGA-E2-A1IH-01	2.958003101	lncITH
TCGA-BH-A0B1-01	2.999256602	lncITH
TCGA-XX-A89A-01	2.703458363	lncITH
TCGA-AR-A0TW-01	3.163034602	lncITH
TCGA-AN-A0FX-01	2.875608474	lncITH
TCGA-A2-A0YD-01	2.821725751	lncITH
TCGA-D8-A1JA-01	3.11645403	lncITH
TCGA-S3-AA11-01	2.948290914	lncITH
TCGA-A2-A0YT-01	3.091251261	lncITH
TCGA-AC-A3YI-01	2.690128851	lncITH
TCGA-BH-A0B2-01	2.79011602	lncITH
TCGA-E2-A109-01	3.028094353	lncITH
TCGA-AC-A8OQ-01	3.021418202	lncITH
TCGA-C8-A12N-01	2.885028415	lncITH
TCGA-AO-A03U-01	2.825544783	lncITH
TCGA-C8-A12T-01	3.059447998	lncITH
TCGA-AO-A0J2-01	3.098498857	lncITH
TCGA-D8-A27R-01	2.935962185	lncITH
TCGA-BH-A0C1-01	2.8668002	lncITH
TCGA-E2-A15J-01	2.961214547	lncITH
TCGA-A2-A0CW-01	3.164205128	lncITH
TCGA-E9-A1NH-01	2.834479353	lncITH
TCGA-BH-A0E7-01	2.928089492	lncITH
TCGA-E9-A1RH-01	3.216170013	lncITH
TCGA-E9-A1N8-01	3.086623949	lncITH
TCGA-E2-A2P5-01	2.95913888	lncITH
TCGA-A8-A08C-01	2.990206174	lncITH
TCGA-A8-A08R-01	3.058346578	lncITH
TCGA-E2-A15A-01	2.958127027	lncITH
TCGA-B6-A0I6-01	3.008174605	lncITH
TCGA-D8-A1JT-01	3.108303671	lncITH
TCGA-BH-A1EX-01	3.077825974	lncITH
TCGA-A2-A3Y0-01	3.197583972	lncITH
TCGA-AQ-A0Y5-01	2.991138223	lncITH
TCGA-AO-A126-01	3.044958412	lncITH
TCGA-BH-A0HK-01	3.024084877	lncITH
TCGA-A1-A0SM-01	2.955308408	lncITH
TCGA-BH-A1F0-01	2.969425343	lncITH
TCGA-AC-A3EH-01	2.955115505	lncITH
TCGA-MS-A51U-01	2.682162893	lncITH
TCGA-AR-A24K-01	3.03897022	lncITH
TCGA-AC-A2BM-01	3.05918288	lncITH
TCGA-A2-A3XY-01	3.019441343	lncITH
TCGA-E2-A14W-01	3.136435386	lncITH
TCGA-BH-A1F8-01	3.067254124	lncITH
TCGA-E9-A1RA-01	2.864702803	lncITH
TCGA-A8-A0A6-01	2.889660432	lncITH
TCGA-AC-A7VC-01	3.187396373	lncITH
TCGA-B6-A40C-01	3.028455546	lncITH
TCGA-A8-A07O-01	3.099009628	lncITH
TCGA-D8-A1JN-01	3.069019653	lncITH
TCGA-BH-A1ES-01	3.101695718	lncITH
TCGA-E2-A1L6-01	2.81312919	lncITH
TCGA-BH-A1EV-01	3.055245224	lncITH
TCGA-AR-A1AY-01	3.050916036	lncITH
TCGA-B6-A409-01	3.147883147	lncITH
TCGA-A8-A09W-01	3.178449539	lncITH
TCGA-EW-A1P3-01	2.909334155	lncITH
TCGA-A2-A0T6-01	2.660249016	lncITH
TCGA-B6-A0RN-01	2.917660502	lncITH
TCGA-BH-A203-01	2.976702529	lncITH
TCGA-D8-A1XY-01	3.17959942	mutITH
TCGA-AO-A0J5-01	3.133050246	mutITH
TCGA-A8-A093-01	3.768883726	mutITH
TCGA-C8-A133-01	3.216834532	mutITH
TCGA-AQ-A54O-01	2.723187941	mutITH
TCGA-A8-A07G-01	3.020429475	mutITH
TCGA-LD-A74U-01	2.656947239	mutITH
TCGA-OL-A5RV-01	2.62472621	mutITH
TCGA-AR-A24V-01	3.564735179	mutITH
TCGA-PL-A8LX-01	3.451811503	mutITH
TCGA-BH-A0W5-01	2.301464944	mutITH
TCGA-BH-A18F-01	2.615982526	mutITH
TCGA-HN-A2OB-01	2.233516979	mutITH
TCGA-BH-A2L8-01	2.511552727	mutITH
TCGA-EW-A423-01	3.603238916	mutITH
TCGA-E9-A1RD-01	3.04973565	mutITH
TCGA-A8-A083-01	3.179274899	mutITH
TCGA-EW-A6SC-01	2.956870324	mutITH
TCGA-C8-A1HJ-01	3.713160041	mutITH
TCGA-D8-A1XK-01	3.326899181	mutITH
TCGA-AO-A0JF-01	2.514727783	mutITH
TCGA-AN-A0FS-01	3.257643207	mutITH
TCGA-AO-A03L-01	2.891851946	mutITH
TCGA-AN-A049-01	3.120835846	mutITH
TCGA-AO-A03R-01	3.364022123	mutITH
TCGA-A8-A09N-01	3.709137078	mutITH
TCGA-A2-A25F-01	1.556656707	mutITH
TCGA-E2-A10C-01	2.733489686	mutITH
TCGA-E2-A1LK-01	3.731511433	mutITH
TCGA-E2-A15E-01	2.939230398	mutITH
TCGA-GM-A2DB-01	2.722365301	mutITH
TCGA-A1-A0SD-01	2.780337213	mutITH
TCGA-A2-A0CP-01	3.189881828	mutITH
TCGA-A7-A0CE-01	3.503258014	mutITH
TCGA-BH-A1ES-01	2.107735253	mutITH
TCGA-C8-A12W-01	2.946289523	mutITH
TCGA-LL-A5YO-01	2.267052427	mutITH
TCGA-GM-A3NW-01	2.952912576	mutITH
TCGA-E2-A15I-01	2.8402537	mutITH
TCGA-AN-A0FN-01	2.651540038	mutITH
TCGA-BH-A0BW-01	3.106676004	mutITH
TCGA-BH-A0E1-01	3.105789194	mutITH
TCGA-D8-A27W-01	2.682465915	mutITH
TCGA-BH-A0HN-01	3.780307541	mutITH
TCGA-E2-A1AZ-01	3.062802532	mutITH
TCGA-D8-A1XC-01	3.438166989	mutITH
TCGA-BH-A0BR-01	2.946162584	mutITH
TCGA-A2-A0EU-01	2.901864195	mutITH
TCGA-B6-A0X0-01	2.592497335	mutITH
TCGA-E9-A1R0-01	3.058602841	mutITH
TCGA-A2-A0YH-01	2.763692383	mutITH
TCGA-AR-A2LQ-01	0.978015557	mutITH
TCGA-E9-A6HE-01	2.758989085	mutITH
TCGA-E2-A15R-01	3.206506235	mutITH
TCGA-E9-A226-01	2.971794532	mutITH
TCGA-AN-A0FF-01	2.897534764	mutITH
TCGA-LL-A740-01	2.95808199	mutITH
TCGA-AC-A3W5-01	2.920038464	mutITH
TCGA-A8-A09M-01	3.076694869	mutITH
TCGA-A2-A04U-01	3.768340001	mutITH
TCGA-E2-A576-01	3.439144934	mutITH
TCGA-EW-A1OZ-01	3.235833758	mutITH
TCGA-OL-A6VR-01	2.789898095	mutITH
TCGA-AO-A1KO-01	1.905639062	mutITH
TCGA-A8-A07B-01	3.507666809	mutITH
TCGA-AO-A1KT-01	3.508759557	mutITH
TCGA-GM-A2DH-01	2.847511529	mutITH
TCGA-UL-AAZ6-01	3.621304252	mutITH
TCGA-A7-A5ZW-01	2.81580037	mutITH
TCGA-A7-A26F-01	3.032906473	mutITH
TCGA-EW-A1J6-01	3.193466072	mutITH
TCGA-E9-A248-01	2.020181686	mutITH
TCGA-E9-A1R6-01	3.388160093	mutITH
TCGA-AN-A0AJ-01	3.495488846	mutITH
TCGA-A8-A09C-01	3.32115499	mutITH
TCGA-A7-A13D-01	3.610674801	mutITH
TCGA-AN-A0AR-01	4.000083824	mutITH
TCGA-AR-A1AQ-01	3.196606769	mutITH
TCGA-BH-A0C7-01	2.987990213	mutITH
TCGA-LD-A66U-01	2.700583786	mutITH
TCGA-AR-A0U2-01	3.110536731	mutITH
TCGA-EW-A1OV-01	3.09650377	mutITH
TCGA-AR-A0TR-01	3.445407622	mutITH
TCGA-AO-A0JA-01	3.337793751	mutITH
TCGA-A7-A13F-01	3.467075364	mutITH
TCGA-AC-A8OP-01	2.873442989	mutITH
TCGA-AO-A0J3-01	3.478827607	mutITH
TCGA-A7-A6VW-01	3.830459636	mutITH
TCGA-A7-A6VX-01	3.579020436	mutITH
TCGA-A8-A07O-01	2.931573113	mutITH
TCGA-A8-A06Z-01	3.114389395	mutITH
TCGA-B6-A0I1-01	3.40944126	mutITH
TCGA-B6-A40C-01	3.121000169	mutITH
TCGA-B6-A0RV-01	2.668537712	mutITH
TCGA-A2-A1FV-01	3.380503833	mutITH
TCGA-D8-A27T-01	3.08689747	mutITH
TCGA-C8-A12K-01	3.142916689	mutITH
TCGA-BH-A18S-01	3.495461809	mutITH
TCGA-A2-A0YJ-01	2.831577725	mutITH
TCGA-AO-A03V-01	3.583193309	mutITH
TCGA-BH-A0GY-01	3.253793466	mutITH
TCGA-AR-A0TP-01	3.8114098	mutITH
TCGA-E9-A1NG-01	1.951333284	mutITH
TCGA-C8-A134-01	3.273721476	mutITH
TCGA-AC-A5EH-01	3.174728749	mutITH
TCGA-C8-A27B-01	3.492805512	mutITH
TCGA-AC-A23E-01	2.696869782	mutITH
TCGA-AN-A0AM-01	2.343453195	mutITH
TCGA-C8-A1HL-01	3.386605347	mutITH
TCGA-E9-A22A-01	2.979263172	mutITH
TCGA-D8-A1X6-01	3.11613972	mutITH
TCGA-BH-A18V-01	3.780622075	mutITH
TCGA-AO-A0JI-01	3.405319795	mutITH
TCGA-AR-A24N-01	3.512616446	mutITH
TCGA-A8-A09E-01	3.294455938	mutITH
TCGA-D8-A1JB-01	2.047773808	mutITH
TCGA-A2-A0SV-01	3.324473054	mutITH
TCGA-AR-A0TX-01	2.513263862	mutITH
TCGA-OL-A66N-01	3.041694867	mutITH
TCGA-EW-A1IW-01	3.080901723	mutITH
TCGA-AO-A128-01	2.557905305	mutITH
TCGA-AQ-A1H3-01	2.965825502	mutITH
TCGA-BH-A0EE-01	2.920470967	mutITH
TCGA-BH-A42U-01	1.434196365	mutITH
TCGA-S3-A6ZF-01	2.90908487	mutITH
TCGA-D8-A27V-01	2.966935998	mutITH
TCGA-BH-A1FR-01	2.774401919	mutITH
TCGA-AR-A0U3-01	3.435767886	mutITH
TCGA-A8-A0AB-01	3.676062529	mutITH
TCGA-BH-A203-01	3.118733287	mutITH
TCGA-BH-A18G-01	3.22771635	mutITH
TCGA-A2-A0EO-01	3.110670375	mutITH
TCGA-LL-A50Y-01	3.202992062	mutITH
TCGA-AN-A0AT-01	3.449856258	mutITH
TCGA-A2-A0EW-01	2.435371391	mutITH
TCGA-A7-A0DB-01	3.093435985	mutITH
TCGA-D8-A1Y0-01	3.127242885	mutITH
TCGA-BH-A18P-01	3.060950976	mutITH
TCGA-BH-A18R-01	3.217576503	mutITH
TCGA-AC-A62X-01	3.613236904	mutITH
TCGA-AR-A251-01	3.783929629	mutITH
TCGA-PL-A8LZ-01	2.509443048	mutITH
TCGA-A2-A0CL-01	1.602783864	mutITH
TCGA-AR-A2LN-01	2.612726385	mutITH
TCGA-D8-A1JC-01	3.332036052	mutITH
TCGA-A2-A04R-01	3.20469908	mutITH
TCGA-AO-A0JJ-01	2.742934925	mutITH
TCGA-S3-AA0Z-01	3.614802015	mutITH
TCGA-AC-A3OD-01	2.122409483	mutITH
TCGA-D8-A142-01	2.83197151	mutITH
TCGA-A2-A0ET-01	3.691430611	mutITH
TCGA-BH-A0DS-01	3.059026035	mutITH
TCGA-C8-A1HK-01	3.27617671	mutITH
TCGA-E9-A1N9-01	2.898281139	mutITH
TCGA-5T-A9QA-01	3.577247889	mutITH
TCGA-AC-A2BM-01	2.927694271	mutITH
TCGA-BH-A0H7-01	3.258118079	mutITH
TCGA-S3-AA10-01	3.354646988	mutITH
TCGA-E9-A243-01	2.680052191	mutITH
TCGA-E9-A22E-01	2.96962566	mutITH
