sample	value
TCGA-BH-A0B3-01A	-0.1596
TCGA-BH-A0B3-01A	0.2888
TCGA-BH-A0B3-01A	-0.1515
TCGA-BH-A0B3-01A	0.3797
TCGA-BH-A0B3-01A	-0.1657
TCGA-BH-A0B3-01A	-0.1197
TCGA-BH-A0B3-01A	-1.2651
TCGA-BH-A0B3-01A	-0.1247
TCGA-BH-A0B3-01A	0.026
TCGA-BH-A0B3-01A	-0.0169
TCGA-BH-A0B3-01A	0.0257
TCGA-BH-A0B3-01A	0.0742
TCGA-BH-A0B3-01A	0.123
TCGA-BH-A0B3-01A	0.0665
TCGA-BH-A0B3-01A	0.132
TCGA-BH-A0B3-01A	0.0615
TCGA-BH-A0B3-01A	0.3311
TCGA-BH-A0B3-01A	0.0773
TCGA-BH-A0B3-01A	-0.0044
TCGA-BH-A0B3-01A	0.079
TCGA-BH-A0B3-01A	0.1425
TCGA-BH-A0B3-01A	0.0837
TCGA-BH-A0B3-01A	0.0105
TCGA-BH-A0B3-01A	0.0804
TCGA-BH-A0B3-01A	-0.1324
TCGA-BH-A0B3-01A	0.1333
TCGA-BH-A0B3-01A	-0.1365
TCGA-BH-A0B3-01A	-0.2152
TCGA-BH-A0B3-01A	-0.2677
TCGA-BH-A0B3-01A	-0.1952
TCGA-BH-A0B3-01A	0.2393
TCGA-BH-A0B3-01A	0.1713
TCGA-BH-A0B3-01A	-1.5925
TCGA-BH-A0B3-01A	0.1616
TCGA-BH-A0B3-01A	-0.0112
TCGA-BH-A0B3-01A	0.5279
TCGA-BH-A0B3-01A	0.0118
TCGA-BH-A0B3-01A	-0.0314
TCGA-BH-A0B3-01A	0.0203
TCGA-BH-A0B3-01A	-0.171
TCGA-BH-A0B3-01A	0.3439
TCGA-BH-A0B3-01A	-0.1697
TCGA-BH-A0B3-01A	-0.0842
TCGA-BH-A0B3-01A	-0.1835
TCGA-BH-A0B3-01A	0.2965
TCGA-BH-A0B3-01A	-0.1725
TCGA-BH-A0B3-01A	-1.6726
TCGA-BH-A0B3-01A	-0.1626
TCGA-BH-A0B3-01A	0.4528
TCGA-BH-A0B3-01A	-0.16
TCGA-BH-A0B3-01A	-0.075
TCGA-BH-A0B3-01A	0.4407
TCGA-BH-A0B3-01A	-0.0749
TCGA-BH-A0B3-01A	-0.1627
TCGA-BH-A0B3-01A	-0.0672
TCGA-BH-A0B3-01A	-0.1409
TCGA-BH-A0B3-01A	-1.8428
TCGA-BH-A0B3-01A	-0.1487
TCGA-BH-A0B3-01A	0.3704
TCGA-BH-A0B3-01A	-0.1484
TCGA-BH-A0B3-01A	-1.868
TCGA-BH-A0B3-01A	-0.1502
TCGA-BH-A0B3-01A	-0.4678
TCGA-BH-A0B3-01A	-0.127
TCGA-BH-A0B3-01A	-0.0865
TCGA-BH-A0B3-01A	0.1484
TCGA-BH-A0B3-01A	-0.0656
TCGA-BH-A0B3-01A	-1.1478
TCGA-BH-A0B3-01A	-0.0619
TCGA-BH-A0B3-01A	-0.676
TCGA-BH-A0B3-01A	-0.0612
TCGA-BH-A0B3-01A	0.5875
TCGA-BH-A0B3-01A	-0.0702
TCGA-BH-A0B3-01A	-0.1725
TCGA-BH-A0B3-01A	0.3521
TCGA-BH-A0B3-01A	-0.1751
TCGA-BH-A0B3-01A	0.2336
TCGA-BH-A0B3-01A	-0.0971
TCGA-BH-A0B3-01A	0.0691
TCGA-BH-A0B3-01A	-0.0158
TCGA-BH-A0B3-01A	0.4375
TCGA-BH-A0B3-01A	-0.0083
TCGA-BH-A0B3-01A	-0.7102
TCGA-BH-A0B3-01A	-0.0168
TCGA-BH-A0B3-01A	0.0552
TCGA-BH-A0B3-01A	1.1026
TCGA-BH-A0B3-01A	0.0702
TCGA-BH-A0B3-01A	0.2392
TCGA-BH-A0B3-01A	-0.612
TCGA-BH-A0B3-01A	0.496
TCGA-BH-A0B3-01A	0.2893
TCGA-BH-A0B3-01A	0.0415
TCGA-BH-A0B3-01A	-0.1799
TCGA-BH-A0B3-01A	-1.3065
TCGA-BH-A0B3-01A	-0.1772
TCGA-BH-A0B3-01A	0.0282
TCGA-BH-A0B3-01A	-1.7116
TCGA-BH-A0B3-01A	0.0253
TCGA-BH-A0B3-01A	-1.5203
TCGA-BH-A0B3-01A	0.0414
TCGA-BH-A0B3-01A	0.0803
TCGA-BH-A0B3-01A	-0.7905
TCGA-BH-A0B3-01A	0.1033
TCGA-BH-A0B3-01A	0.6606
TCGA-BH-A0B3-01A	0.0964
TCGA-BH-A0B3-01A	-1.1174
TCGA-BH-A0B3-01A	0.1062
TCGA-BH-A0B3-01A	0.0543
TCGA-BH-A0B3-01A	-0.4373
TCGA-BH-A0B3-01A	-0.1808
TCGA-BH-A0B3-01A	-0.0264
TCGA-BH-A0B3-01A	0.14
TCGA-BH-A0B3-01A	0.2801
TCGA-BH-A0B3-01A	0.3311
TCGA-BH-A0B3-01A	0.2135
TCGA-BH-A0B3-01A	0.6487
TCGA-BH-A0B3-01A	0.2102
TCGA-BH-A0B3-01A	0.3298
TCGA-BH-A0B3-01A	-0.0443
TCGA-BH-A0B3-01A	0.3904
TCGA-BH-A0B3-01A	-0.0559
TCGA-BH-A0B3-01A	0.1751
TCGA-BH-A0B3-01A	-0.066
TCGA-BH-A0B3-01A	0.4305
TCGA-BH-A0B3-01A	-0.0671
TCGA-BH-A0B3-01A	-1.976
TCGA-BH-A0B3-01A	-0.0811
TCGA-BH-A0B3-01A	1.6047
TCGA-BH-A0B3-01A	-0.0699
TCGA-BH-A0B3-01A	0.1143
TCGA-BH-A0B3-01A	0.4808
TCGA-BH-A0B3-01A	-0.1341
TCGA-BH-A0B3-01A	0.2116
TCGA-BH-A0B3-01A	0.0856
TCGA-BH-A0B3-01A	-0.0946
TCGA-BH-A0B3-01A	0.0658
TCGA-BH-A0B3-01A	0.2197
TCGA-BH-A0B3-01A	0.0757
TCGA-BH-A0B3-01A	0.2797
TCGA-BH-A0B3-01A	-0.564
TCGA-BH-A0B3-01A	0.3156
TCGA-BH-A0B3-01A	-0.1218
TCGA-BH-A0B3-01A	-1.2362
TCGA-BH-A0B3-01A	-0.1235
TCGA-BH-A0B3-01A	0.3336
TCGA-BH-A0B3-01A	-0.118
TCGA-BH-A0B3-01A	-1.6747
TCGA-BH-A0B3-01A	-0.1047
TCGA-BH-A0B3-01A	-1.6344
TCGA-BH-A0B3-01A	-0.0994
TCGA-BH-A0B3-01A	-1.68
TCGA-BH-A0B3-01A	-0.1175
TCGA-BH-A0B3-01A	-0.0301
TCGA-BH-A0B3-01A	-0.0706
TCGA-BH-A0B3-01A	-0.1558
TCGA-BH-A0B3-01A	-0.0715
TCGA-BH-A0B3-01A	-0.2284
TCGA-BH-A0B3-01A	-0.1731
TCGA-BH-A0B3-01A	0.1632
TCGA-BH-A0B3-01A	-1.4824
TCGA-BH-A0B3-01A	0.1685
TCGA-BH-A0B3-01A	-1.0414
TCGA-BH-A0B3-01A	0.1568
TCGA-BH-A0B3-01A	-0.1271
TCGA-BH-A0B3-01A	-1.2078
TCGA-BH-A0B3-01A	-0.1067
TCGA-BH-A0B3-01A	-0.7275
TCGA-BH-A0B3-01A	-0.1145
TCGA-BH-A0B3-01A	0.0084
TCGA-BH-A0B3-01A	-0.2783
TCGA-BH-A0B3-01A	-0.0429
TCGA-BH-A0B3-01A	0.4635
TCGA-BH-A0B3-01A	-0.0399
TCGA-BH-A0B3-01A	-0.884
TCGA-BH-A0B3-01A	-0.0244
TCGA-BH-A0B3-01A	0.1035
TCGA-A8-A06R-01A	-0.0767
TCGA-A8-A06R-01A	0.0274
TCGA-A8-A06R-01A	-0.0835
TCGA-A8-A06R-01A	0.4811
TCGA-A8-A06R-01A	0.2886
TCGA-A8-A06R-01A	0.4719
TCGA-A8-A06R-01A	0.2473
TCGA-A8-A06R-01A	0.1712
TCGA-A8-A06R-01A	-0.4013
TCGA-A8-A06R-01A	-0.1803
TCGA-A8-A06R-01A	-0.3688
TCGA-A8-A06R-01A	0.368
TCGA-A8-A06R-01A	0.589
TCGA-A8-A06R-01A	0.2706
TCGA-A8-A06R-01A	-0.385
TCGA-A8-A06R-01A	-0.1464
TCGA-A8-A06R-01A	-0.3861
TCGA-A8-A06R-01A	1.13
TCGA-A8-A06R-01A	-0.382
TCGA-A8-A06R-01A	1.5017
TCGA-A8-A06R-01A	1.0981
TCGA-A8-A06R-01A	1.382
TCGA-A8-A06R-01A	-0.3787
TCGA-A8-A06R-01A	-0.1091
TCGA-A8-A06R-01A	-0.3539
TCGA-A8-A06R-01A	0.2803
TCGA-A8-A06R-01A	-0.3778
TCGA-A8-A06R-01A	1.1435
TCGA-A8-A06R-01A	-0.3819
TCGA-A8-A06R-01A	1.4637
TCGA-A8-A06R-01A	-0.4598
TCGA-A8-A06R-01A	-0.3046
TCGA-A8-A06R-01A	-0.5792
TCGA-A8-A06R-01A	-0.3569
TCGA-A8-A06R-01A	-0.4184
TCGA-A8-A06R-01A	-0.0037
TCGA-A8-A06R-01A	-0.3167
TCGA-A8-A06R-01A	-0.569
TCGA-A8-A06R-01A	0.7137
TCGA-A8-A06R-01A	0.859
TCGA-A8-A06R-01A	1.7692
TCGA-A8-A06R-01A	1.3611
TCGA-A8-A06R-01A	1.1024
TCGA-A8-A06R-01A	1.6459
TCGA-A8-A06R-01A	0.0659
TCGA-A8-A06R-01A	-0.5919
TCGA-A8-A06R-01A	-0.1394
TCGA-A8-A06R-01A	-0.2582
TCGA-A8-A06R-01A	-1.5012
TCGA-A8-A06R-01A	-0.2179
TCGA-A8-A06R-01A	0.6937
TCGA-A8-A06R-01A	1.4348
TCGA-A8-A06R-01A	0.6823
TCGA-A8-A06R-01A	0.9713
TCGA-A8-A06R-01A	-0.2375
TCGA-A8-A06R-01A	-0.0163
TCGA-A8-A06R-01A	-0.2137
TCGA-A8-A06R-01A	-0.0006
TCGA-A8-A06R-01A	-0.1912
TCGA-A8-A06R-01A	-0.0425
TCGA-A8-A06R-01A	-0.2381
TCGA-A8-A06R-01A	0.0135
TCGA-A8-A06R-01A	-0.2988
TCGA-A8-A06R-01A	0.1435
TCGA-A8-A06R-01A	-0.0406
TCGA-A8-A06R-01A	0.1118
TCGA-A8-A06R-01A	0.2418
TCGA-A8-A06R-01A	-0.1164
TCGA-A8-A06R-01A	0.2742
TCGA-A8-A06R-01A	-0.218
TCGA-A8-A06R-01A	0.1996
TCGA-A8-A06R-01A	-0.1377
TCGA-A8-A06R-01A	0.2012
TCGA-A8-A06R-01A	-0.1971
TCGA-A8-A06R-01A	0.1719
TCGA-A8-A06R-01A	-0.1532
TCGA-A8-A06R-01A	0.0879
TCGA-A8-A06R-01A	-0.3236
TCGA-A8-A06R-01A	-0.2501
TCGA-A8-A06R-01A	-0.0707
TCGA-A8-A06R-01A	-0.2397
TCGA-A8-A06R-01A	-0.4043
TCGA-A8-A06R-01A	1.7507
TCGA-A8-A06R-01A	1.4685
TCGA-A8-A06R-01A	-0.3888
TCGA-A8-A06R-01A	0.37
TCGA-A8-A06R-01A	0.6084
TCGA-A8-A06R-01A	0.4612
TCGA-A8-A06R-01A	1.7099
TCGA-A8-A06R-01A	0.3808
TCGA-A8-A06R-01A	0.751
TCGA-A8-A06R-01A	1.1432
TCGA-A8-A06R-01A	-0.3548
TCGA-A8-A06R-01A	-0.7645
TCGA-A8-A06R-01A	-0.3691
TCGA-A8-A06R-01A	-0.0853
TCGA-A8-A06R-01A	0.1405
TCGA-A8-A06R-01A	0.0298
TCGA-A8-A06R-01A	0.2741
TCGA-A8-A06R-01A	0.0436
TCGA-A8-A06R-01A	0.2966
TCGA-A8-A06R-01A	0.0509
TCGA-A8-A06R-01A	-0.1077
TCGA-A8-A06R-01A	0.613
TCGA-A8-A06R-01A	-0.1209
TCGA-A8-A06R-01A	0.0439
TCGA-A8-A06R-01A	-0.1682
TCGA-A8-A06R-01A	-0.3503
TCGA-A8-A06R-01A	-0.0873
TCGA-A8-A06R-01A	0.5465
TCGA-A8-A06R-01A	0.1922
TCGA-A8-A06R-01A	0.5042
TCGA-A8-A06R-01A	0.0461
TCGA-A8-A06R-01A	0.7046
TCGA-A8-A06R-01A	0.9957
TCGA-A8-A06R-01A	0.69
TCGA-A8-A06R-01A	0.1575
TCGA-A8-A06R-01A	-0.0207
TCGA-A8-A06R-01A	0.4379
TCGA-A8-A06R-01A	0.119
TCGA-A8-A06R-01A	-0.3526
TCGA-A8-A06R-01A	0.0859
TCGA-A8-A06R-01A	0.3851
TCGA-A8-A06R-01A	-0.0767
TCGA-A8-A06R-01A	0.2282
TCGA-A8-A06R-01A	0.0782
TCGA-A8-A06R-01A	-0.3271
TCGA-A8-A06R-01A	0.5121
TCGA-A8-A06R-01A	-0.3708
TCGA-A8-A06R-01A	-0.0991
TCGA-A8-A06R-01A	-0.4488
TCGA-A8-A06R-01A	0.4703
TCGA-A8-A06R-01A	-0.4297
TCGA-A8-A06R-01A	0.0997
TCGA-A8-A06R-01A	0.3401
TCGA-A8-A06R-01A	0.6502
TCGA-A8-A06R-01A	1.042
TCGA-A8-A06R-01A	1.3162
TCGA-A8-A06R-01A	1.1628
TCGA-A8-A06R-01A	0.9409
TCGA-A8-A06R-01A	1.2878
TCGA-A8-A06R-01A	0.4207
TCGA-A8-A06R-01A	0.6715
TCGA-A8-A06R-01A	0.3479
TCGA-A8-A06R-01A	0.8319
TCGA-A8-A06R-01A	0.2831
TCGA-A8-A06R-01A	-0.5047
TCGA-A8-A06R-01A	-0.005
TCGA-A8-A06R-01A	0.6361
TCGA-A8-A06R-01A	0.7947
TCGA-A8-A06R-01A	0.6791
TCGA-A8-A06R-01A	0.5276
TCGA-A8-A06R-01A	0.6918
TCGA-A8-A06R-01A	1.0269
TCGA-A8-A06R-01A	0.6968
TCGA-A8-A06R-01A	0.4572
TCGA-A8-A06R-01A	0.8237
TCGA-A8-A06R-01A	0.6063
TCGA-A8-A06R-01A	0.2402
TCGA-A8-A06R-01A	0.1741
TCGA-A8-A06R-01A	0.0697
TCGA-A8-A06R-01A	-0.1091
TCGA-A8-A06R-01A	0.0354
TCGA-A8-A06R-01A	0.1602
TCGA-A8-A06R-01A	-0.5718
TCGA-A8-A06R-01A	-0.2157
TCGA-A8-A06R-01A	0.5848
TCGA-A8-A06R-01A	-0.2509
TCGA-A8-A06R-01A	-0.6193
TCGA-A8-A06R-01A	-0.2564
TCGA-A8-A06R-01A	-0.6153
TCGA-A8-A06R-01A	-0.278
TCGA-A8-A06R-01A	-0.6112
TCGA-A8-A06R-01A	-0.0962
TCGA-A8-A06R-01A	-0.6122
TCGA-A8-A06R-01A	-0.4715
TCGA-A8-A06R-01A	-0.5873
TCGA-A8-A06R-01A	0.1772
TCGA-A8-A06R-01A	0.3774
TCGA-A8-A06R-01A	0.1507
TCGA-A8-A06R-01A	0.5673
TCGA-A8-A06R-01A	0.37
TCGA-A8-A06R-01A	0.6055
TCGA-A8-A06R-01A	0.4135
TCGA-A8-A06R-01A	-0.592
TCGA-A8-A06R-01A	0.3788
TCGA-A8-A06R-01A	0.6634
TCGA-A8-A06R-01A	-0.2283
TCGA-A8-A06R-01A	0.1129
TCGA-A8-A06R-01A	-0.2419
TCGA-A8-A06R-01A	-0.602
TCGA-A8-A06R-01A	-0.2171
TCGA-A8-A06R-01A	-0.7223
TCGA-A8-A06R-01A	-0.3488
TCGA-A8-A06R-01A	-0.0343
TCGA-A8-A06R-01A	-0.3734
TCGA-A8-A06R-01A	0.3827
TCGA-A8-A06R-01A	0.5701
TCGA-A8-A06R-01A	0.3628
TCGA-A8-A06R-01A	0.6065
TCGA-A8-A06R-01A	0.9201
TCGA-A8-A06R-01A	0.7772
TCGA-A8-A06R-01A	0.5151
TCGA-A8-A06R-01A	0.6759
TCGA-A8-A06R-01A	0.4768
TCGA-A8-A06R-01A	0.1475
TCGA-A8-A06R-01A	0.3889
TCGA-A8-A06R-01A	-0.0657
TCGA-A8-A06R-01A	0.2899
TCGA-A8-A06R-01A	0.2304
TCGA-A8-A06R-01A	0.2782
TCGA-A8-A06R-01A	0.2231
TCGA-A8-A06R-01A	0.2656
TCGA-A8-A06R-01A	0.1427
TCGA-A8-A06R-01A	0.2736
TCGA-A8-A06R-01A	0.4213
TCGA-A8-A06R-01A	0.4916
TCGA-A8-A06R-01A	0.3966
TCGA-A8-A06R-01A	0.4403
TCGA-A8-A06R-01A	0.3983
TCGA-A8-A06R-01A	0.5486
TCGA-A8-A06R-01A	0.4602
TCGA-A8-A06R-01A	0.5682
TCGA-A8-A06R-01A	0.6347
TCGA-A8-A06R-01A	0.5762
TCGA-A8-A06R-01A	0.3764
TCGA-A8-A06R-01A	0.3094
TCGA-A8-A06R-01A	0.383
TCGA-A8-A06R-01A	0.323
TCGA-A8-A06R-01A	0.3949
TCGA-A8-A06R-01A	0.332
TCGA-A8-A06R-01A	0.3983
TCGA-A8-A06R-01A	0.1844
TCGA-A8-A06R-01A	0.2497
TCGA-A8-A06R-01A	-0.2356
TCGA-A8-A06R-01A	0.2203
TCGA-A8-A06R-01A	-1.6274
TCGA-A8-A06R-01A	0.1996
TCGA-A8-A06R-01A	0.2667
TCGA-A8-A06R-01A	0.1978
TCGA-A8-A06R-01A	0.2687
TCGA-A8-A06R-01A	0.2096
TCGA-A8-A06R-01A	0.1683
TCGA-A8-A06R-01A	0.1671
TCGA-A8-A06R-01A	0.2163
TCGA-A8-A06R-01A	0.1438
TCGA-A8-A06R-01A	0.6923
TCGA-A8-A06R-01A	1.0622
TCGA-A8-A06R-01A	0.7265
TCGA-A8-A06R-01A	0.1238
TCGA-A8-A06R-01A	-0.0763
TCGA-A8-A06R-01A	0.1619
TCGA-A8-A06R-01A	-0.0842
TCGA-A8-A06R-01A	-0.0264
TCGA-A8-A06R-01A	1.5817
TCGA-A8-A06R-01A	2.0335
TCGA-A8-A06R-01A	1.4246
TCGA-A8-A06R-01A	1.1524
TCGA-A8-A06R-01A	0.1745
TCGA-A8-A06R-01A	-0.0686
TCGA-A8-A06R-01A	0.1281
TCGA-A8-A06R-01A	0.4141
TCGA-A8-A06R-01A	0.2475
TCGA-A8-A06R-01A	-0.1082
TCGA-A8-A06R-01A	0.0953
TCGA-A8-A06R-01A	-0.1673
TCGA-A8-A06R-01A	-0.0125
TCGA-A8-A06R-01A	0.4118
TCGA-A8-A06R-01A	0.1077
TCGA-A8-A06R-01A	-0.0925
TCGA-A8-A06R-01A	-0.7966
TCGA-A8-A06R-01A	-1.121
TCGA-A8-A06R-01A	-0.7658
TCGA-A8-A06R-01A	-1.1629
TCGA-A8-A06R-01A	-0.7375
TCGA-A8-A06R-01A	-1.1425
TCGA-A8-A06R-01A	-0.761
TCGA-A8-A06R-01A	-0.8814
TCGA-A8-A06R-01A	-0.7588
TCGA-A8-A06R-01A	-0.2612
TCGA-A8-A06R-01A	-0.8925
TCGA-A8-A06R-01A	-0.1486
TCGA-A8-A06R-01A	-0.5937
TCGA-A8-A06R-01A	-0.4523
TCGA-A8-A06R-01A	-0.7837
TCGA-A8-A06R-01A	-0.4428
TCGA-A8-A06R-01A	0.1509
TCGA-A8-A06R-01A	-0.4552
TCGA-A8-A06R-01A	-0.7051
TCGA-A8-A06R-01A	-0.3663
TCGA-A8-A06R-01A	-0.1146
TCGA-A8-A06R-01A	0.6436
TCGA-A8-A06R-01A	-0.786
TCGA-A8-A06R-01A	0.5611
TCGA-A8-A06R-01A	0.7596
TCGA-A8-A06R-01A	0.8905
TCGA-A8-A06R-01A	0.4805
TCGA-A8-A06R-01A	-0.0651
TCGA-A8-A06R-01A	0.469
TCGA-A8-A06R-01A	-0.0891
TCGA-A8-A06R-01A	-0.4008
TCGA-A8-A06R-01A	-2.0243
TCGA-A8-A06R-01A	-0.3481
TCGA-A8-A06R-01A	-2.0174
TCGA-A8-A06R-01A	-0.369
TCGA-A8-A06R-01A	0.3458
TCGA-A8-A06R-01A	2.1077
TCGA-A8-A06R-01A	0.3027
TCGA-A8-A06R-01A	0.3645
TCGA-A8-A06R-01A	0.3192
TCGA-A8-A06R-01A	0.0793
TCGA-A8-A06R-01A	0.3169
TCGA-A8-A06R-01A	0.5825
TCGA-A8-A06R-01A	0.3299
TCGA-A8-A06R-01A	0.2654
TCGA-A8-A06R-01A	0.3147
TCGA-A8-A06R-01A	0.3793
TCGA-A8-A06R-01A	-0.0278
TCGA-A8-A06R-01A	0.4089
TCGA-A8-A06R-01A	0.0175
TCGA-A8-A06R-01A	0.4416
TCGA-A8-A06R-01A	0.0712
TCGA-A8-A06R-01A	0.4523
TCGA-A8-A06R-01A	-1.1194
TCGA-A8-A06R-01A	0.4247
TCGA-A8-A06R-01A	0.0116
TCGA-A8-A06R-01A	0.4078
TCGA-A8-A06R-01A	0.0528
TCGA-A8-A06R-01A	0.2743
TCGA-A8-A06R-01A	-0.4609
TCGA-A8-A06R-01A	0.1008
TCGA-A8-A06R-01A	-0.0433
TCGA-A8-A06R-01A	-0.2647
TCGA-A8-A06R-01A	-0.0481
TCGA-A8-A06R-01A	0.3376
TCGA-A8-A06R-01A	-0.014
TCGA-A8-A06R-01A	-0.3006
TCGA-A8-A06R-01A	-0.3506
TCGA-A8-A06R-01A	-0.2954
TCGA-A8-A06R-01A	-0.3234
TCGA-A8-A06R-01A	-0.2866
TCGA-A8-A06R-01A	1.0257
TCGA-A8-A06R-01A	0.5409
TCGA-A8-A06R-01A	0.7822
TCGA-A8-A06R-01A	0.9491
TCGA-A8-A06R-01A	0.5752
TCGA-A8-A06R-01A	-0.2995
TCGA-A8-A06R-01A	-1.7881
TCGA-A8-A06R-01A	-0.3134
TCGA-A8-A06R-01A	0.1415
TCGA-A8-A06R-01A	-1.1894
TCGA-A8-A06R-01A	-4.2468
TCGA-A8-A06R-01A	-1.2035
TCGA-A8-A06R-01A	-2.2558
TCGA-A8-A06R-01A	-1.2506
TCGA-A8-A06R-01A	-4.5141
TCGA-A8-A06R-01A	-1.2276
TCGA-A8-A06R-01A	0.4523
TCGA-A8-A06R-01A	-1.2604
TCGA-A8-A06R-01A	-0.4933
TCGA-A8-A06R-01A	-0.9105
TCGA-A8-A06R-01A	-0.4619
TCGA-A8-A06R-01A	-0.0081
TCGA-A8-A06R-01A	0.1558
TCGA-A8-A06R-01A	-0.1158
TCGA-A8-A06R-01A	-0.0107
TCGA-A8-A06R-01A	-0.1438
TCGA-A8-A06R-01A	0.5126
TCGA-A8-A06R-01A	-0.2467
TCGA-A8-A06R-01A	0.7562
TCGA-A8-A06R-01A	-0.1855
TCGA-A8-A06R-01A	0.4513
TCGA-A8-A06R-01A	0.1628
TCGA-A8-A06R-01A	-0.1731
TCGA-A8-A06R-01A	-1.8202
TCGA-A8-A06R-01A	-0.1769
TCGA-A8-A06R-01A	-1.8171
TCGA-A8-A06R-01A	-0.1713
TCGA-A8-A06R-01A	0.0954
TCGA-A8-A06R-01A	0.2906
TCGA-A8-A06R-01A	0.0662
TCGA-A8-A06R-01A	0.2836
TCGA-A8-A06R-01A	-0.2328
TCGA-A8-A06R-01A	0.0879
TCGA-A8-A06R-01A	0.1322
TCGA-A8-A06R-01A	0.0834
TCGA-A8-A06R-01A	-1.196
TCGA-A8-A06R-01A	0.1031
TCGA-A8-A06R-01A	0.0455
TCGA-A8-A06R-01A	0.0808
TCGA-A8-A06R-01A	0.0177
TCGA-A8-A06R-01A	0.0807
TCGA-A8-A06R-01A	0.0337
TCGA-A8-A06R-01A	0.0908
TCGA-A8-A06R-01A	0.0441
TCGA-A8-A06R-01A	0.1418
TCGA-A8-A06R-01A	0.3067
TCGA-A8-A06R-01A	0.1366
TCGA-A8-A06R-01A	-0.0848
TCGA-A8-A06R-01A	0.1804
TCGA-A8-A06R-01A	-0.0632
TCGA-A8-A06R-01A	0.5317
TCGA-A8-A06R-01A	0.7505
TCGA-A8-A06R-01A	0.2626
TCGA-A8-A06R-01A	0.8094
TCGA-A8-A06R-01A	0.4031
TCGA-A8-A06R-01A	0.6802
TCGA-A8-A06R-01A	1.848
TCGA-A8-A06R-01A	2.2006
TCGA-A8-A06R-01A	1.4516
TCGA-A8-A06R-01A	-0.0748
TCGA-A8-A06R-01A	-0.1233
TCGA-A8-A06R-01A	-0.0551
TCGA-A8-A06R-01A	0.5158
TCGA-A8-A06R-01A	0.6293
TCGA-A8-A06R-01A	1.0332
TCGA-A8-A06R-01A	0.7446
TCGA-A8-A06R-01A	1.0462
TCGA-A8-A06R-01A	0.8162
TCGA-A8-A06R-01A	0.4097
TCGA-A8-A06R-01A	0.3073
TCGA-A8-A06R-01A	0.5221
TCGA-A8-A06R-01A	0.3096
TCGA-A8-A06R-01A	0.6338
TCGA-A8-A06R-01A	-0.1289
TCGA-A8-A06R-01A	-0.068
TCGA-A8-A06R-01A	-0.1321
TCGA-A8-A06R-01A	-1.229
TCGA-A8-A06R-01A	-0.1349
TCGA-A8-A06R-01A	-2.4633
TCGA-A8-A06R-01A	-0.117
TCGA-A8-A06R-01A	0.6259
TCGA-A8-A06R-01A	-0.0482
TCGA-A8-A06R-01A	0.2024
TCGA-A8-A06R-01A	0.5631
TCGA-A8-A06R-01A	2.3565
TCGA-A8-A06R-01A	1.846
TCGA-A8-A06R-01A	0.9156
TCGA-A8-A06R-01A	0.6891
TCGA-A8-A06R-01A	0.5222
TCGA-A8-A06R-01A	0.3548
TCGA-A8-A06R-01A	-1.2337
TCGA-A8-A06R-01A	0.3679
TCGA-A8-A06R-01A	0.4698
TCGA-A8-A06R-01A	-0.0093
TCGA-A8-A06R-01A	0.5722
TCGA-A8-A06R-01A	0.0649
TCGA-A8-A06R-01A	0.5222
TCGA-A8-A06R-01A	1.0118
TCGA-A8-A06R-01A	0.5715
TCGA-A8-A06R-01A	0.0991
TCGA-A8-A06R-01A	-0.0818
TCGA-A8-A06R-01A	-1.1773
TCGA-A8-A06R-01A	-0.1015
TCGA-A8-A06R-01A	0.1532
TCGA-A8-A06R-01A	-0.0973
TCGA-A8-A06R-01A	1.413
TCGA-A8-A06R-01A	-0.1265
TCGA-A8-A06R-01A	1.364
TCGA-A8-A06R-01A	-0.1775
TCGA-A8-A06R-01A	1.5037
TCGA-A8-A06R-01A	-0.1349
TCGA-A8-A06R-01A	-1.058
TCGA-A8-A06R-01A	-0.1448
TCGA-A8-A06R-01A	0.0731
TCGA-A8-A06R-01A	-0.0613
TCGA-A8-A06R-01A	-0.2048
TCGA-A8-A06R-01A	1.4024
TCGA-A8-A06R-01A	-0.2438
TCGA-A8-A06R-01A	0.2841
TCGA-A8-A06R-01A	1.2039
TCGA-A8-A06R-01A	0.7467
TCGA-A8-A06R-01A	1.8259
TCGA-A8-A06R-01A	-0.2215
TCGA-A8-A06R-01A	0.7721
TCGA-A8-A06R-01A	1.3352
TCGA-A8-A06R-01A	-0.1494
TCGA-A8-A06R-01A	1.0531
TCGA-A8-A06R-01A	1.5956
TCGA-A8-A06R-01A	1.1053
TCGA-A8-A06R-01A	1.3684
TCGA-A8-A06R-01A	1.0265
TCGA-A8-A06R-01A	-0.1888
TCGA-A8-A06R-01A	0.317
TCGA-A8-A06R-01A	1.9492
TCGA-A8-A06R-01A	1.2134
TCGA-A8-A06R-01A	1.6232
TCGA-A8-A06R-01A	0.3756
TCGA-A8-A06R-01A	0.5257
TCGA-A8-A06R-01A	0.3433
TCGA-A8-A06R-01A	0.1531
TCGA-A8-A06R-01A	-1.6274
TCGA-A8-A06R-01A	0.1194
TCGA-A8-A06R-01A	0.4575
TCGA-A8-A06R-01A	0.7398
TCGA-A8-A06R-01A	0.4912
TCGA-A8-A06R-01A	0.2588
TCGA-A8-A06R-01A	0.0465
TCGA-A8-A06R-01A	0.261
TCGA-A8-A06R-01A	1.5443
TCGA-A8-A06R-01A	0.2161
TCGA-A8-A06R-01A	1.9258
TCGA-A8-A06R-01A	1.0807
