sample	value
TCGA-BH-A18G-01A	-0.0213
TCGA-BH-A18G-01A	-0.0243
TCGA-BH-A18G-01A	-0.0287
TCGA-BH-A18G-01A	-0.0197
TCGA-BH-A18G-01A	-0.0243
TCGA-BH-A18G-01A	-0.0217
TCGA-BH-A18G-01A	0.3743
TCGA-BH-A18G-01A	-0.0256
TCGA-BH-A18G-01A	-0.0249
TCGA-BH-A18G-01A	-2.1022
TCGA-BH-A18G-01A	0.0054
TCGA-BH-A18G-01A	-0.0351
TCGA-BH-A18G-01A	0.327
TCGA-BH-A18G-01A	0.764
TCGA-BH-A18G-01A	0.355
TCGA-BH-A18G-01A	-0.0303
TCGA-BH-A18G-01A	-0.5816
TCGA-BH-A18G-01A	-2.734
TCGA-BH-A18G-01A	-0.5519
TCGA-BH-A18G-01A	-0.0281
TCGA-BH-A18G-01A	-0.5946
TCGA-BH-A18G-01A	-0.057
TCGA-BH-A18G-01A	-1.1328
TCGA-BH-A18G-01A	-0.0311
TCGA-BH-A18G-01A	-0.6066
TCGA-BH-A18G-01A	-3.4121
TCGA-BH-A18G-01A	-0.6031
TCGA-BH-A18G-01A	0.828
TCGA-BH-A18G-01A	-0.0189
TCGA-BH-A18G-01A	-0.0467
TCGA-BH-A18G-01A	-0.0304
TCGA-BH-A18G-01A	-0.0272
TCGA-BH-A18G-01A	-0.0259
TCGA-BH-A18G-01A	0.0098
TCGA-E2-A159-01A	0.1976
TCGA-E2-A159-01A	-0.2431
TCGA-E2-A159-01A	0.1861
TCGA-E2-A159-01A	-1.4898
TCGA-E2-A159-01A	0.5716
TCGA-E2-A159-01A	0.4331
TCGA-E2-A159-01A	0.5696
TCGA-E2-A159-01A	0.3774
TCGA-E2-A159-01A	0.5438
TCGA-E2-A159-01A	0.3446
TCGA-E2-A159-01A	-0.0835
TCGA-E2-A159-01A	0.3939
TCGA-E2-A159-01A	0.5608
TCGA-E2-A159-01A	0.1816
TCGA-E2-A159-01A	0.4149
TCGA-E2-A159-01A	0.547
TCGA-E2-A159-01A	0.3437
TCGA-E2-A159-01A	0.158
TCGA-E2-A159-01A	0.3697
TCGA-E2-A159-01A	0.1572
TCGA-E2-A159-01A	0.3704
TCGA-E2-A159-01A	0.1542
TCGA-E2-A159-01A	0.5389
TCGA-E2-A159-01A	0.3646
TCGA-E2-A159-01A	0.166
TCGA-E2-A159-01A	0.3679
TCGA-E2-A159-01A	0.1656
TCGA-E2-A159-01A	0.3738
TCGA-E2-A159-01A	0.175
TCGA-E2-A159-01A	0.3885
TCGA-E2-A159-01A	-0.2447
TCGA-E2-A159-01A	0.3917
TCGA-E2-A159-01A	0.6945
TCGA-E2-A159-01A	0.3598
TCGA-E2-A159-01A	0.1455
TCGA-E2-A159-01A	0.3457
TCGA-E2-A159-01A	0.992
TCGA-E2-A159-01A	1.5566
TCGA-E2-A159-01A	1.0207
TCGA-E2-A159-01A	0.7786
TCGA-E2-A159-01A	0.191
TCGA-E2-A159-01A	0.5732
TCGA-E2-A159-01A	0.1956
TCGA-E2-A159-01A	-0.2719
TCGA-E2-A159-01A	0.1968
TCGA-E2-A159-01A	-0.2012
TCGA-E2-A159-01A	-0.2237
TCGA-E2-A159-01A	0.2113
TCGA-E2-A159-01A	-0.2124
TCGA-E2-A159-01A	0.202
TCGA-E2-A159-01A	-0.2293
TCGA-E2-A159-01A	0.2156
TCGA-E2-A159-01A	-0.2188
TCGA-E2-A159-01A	0.1941
TCGA-E2-A159-01A	-0.1988
TCGA-E2-A159-01A	0.182
TCGA-E2-A159-01A	-0.2134
TCGA-E2-A159-01A	0.2193
TCGA-E2-A159-01A	-0.1989
TCGA-E2-A159-01A	1.5184
TCGA-E2-A159-01A	-0.197
TCGA-E2-A159-01A	0.2014
TCGA-E2-A159-01A	-0.2031
TCGA-E2-A159-01A	0.2101
TCGA-E2-A159-01A	-0.2012
TCGA-E2-A159-01A	0.1876
TCGA-E2-A159-01A	-0.192
TCGA-E2-A159-01A	0.2507
TCGA-E2-A159-01A	-0.2491
TCGA-E2-A159-01A	0.2023
TCGA-E2-A159-01A	-0.1999
TCGA-E2-A159-01A	-2.2134
TCGA-E2-A159-01A	-0.2001
TCGA-E2-A159-01A	-0.2841
TCGA-E2-A159-01A	-0.2572
TCGA-E2-A159-01A	-0.2782
TCGA-E2-A159-01A	0.1429
TCGA-E2-A159-01A	0.1899
TCGA-E2-A159-01A	0.8065
TCGA-E2-A159-01A	0.1873
TCGA-E2-A159-01A	-1.3398
TCGA-E2-A159-01A	0.1845
TCGA-E2-A159-01A	0.1906
TCGA-E2-A159-01A	-0.2477
TCGA-E2-A159-01A	0.1924
TCGA-E2-A159-01A	0.2057
TCGA-E2-A159-01A	-2.5454
TCGA-E2-A159-01A	0.2041
TCGA-E2-A159-01A	0.1932
TCGA-E2-A159-01A	-0.2173
TCGA-E2-A159-01A	0.1671
TCGA-E2-A159-01A	-0.195
TCGA-E2-A159-01A	0.1986
TCGA-E2-A159-01A	-0.1963
TCGA-E2-A159-01A	0.201
TCGA-E2-A159-01A	-0.1879
TCGA-E2-A159-01A	0.2032
TCGA-E2-A159-01A	-0.193
TCGA-E2-A159-01A	0.1836
TCGA-E2-A159-01A	-0.2112
TCGA-E2-A159-01A	-0.6027
TCGA-E2-A159-01A	-0.1973
TCGA-E2-A159-01A	-0.7528
TCGA-E2-A159-01A	-0.1953
TCGA-E2-A159-01A	0.1819
TCGA-E2-A159-01A	-0.1955
TCGA-E2-A159-01A	0.1972
TCGA-E2-A159-01A	-0.1958
TCGA-E2-A159-01A	0.201
TCGA-E2-A159-01A	-0.2005
TCGA-E2-A159-01A	0.1859
TCGA-E2-A159-01A	-0.2134
TCGA-E2-A159-01A	0.1946
TCGA-E2-A159-01A	-0.2045
TCGA-E2-A159-01A	0.1934
TCGA-E2-A159-01A	-0.1839
TCGA-E2-A159-01A	0.2346
TCGA-E2-A159-01A	-0.1596
TCGA-E2-A159-01A	0.2164
TCGA-E2-A159-01A	-0.1396
TCGA-E2-A159-01A	0.204
TCGA-E2-A159-01A	-0.1673
TCGA-E2-A159-01A	0.2054
TCGA-E2-A159-01A	-0.2013
TCGA-E2-A159-01A	0.1915
TCGA-E2-A159-01A	-0.1977
TCGA-E2-A159-01A	0.2066
TCGA-E2-A159-01A	-0.1736
TCGA-E2-A159-01A	0.2306
TCGA-E2-A159-01A	-0.2386
TCGA-E2-A159-01A	0.516
TCGA-E2-A159-01A	-0.2041
TCGA-E2-A159-01A	0.1892
TCGA-E2-A159-01A	-0.794
TCGA-E2-A159-01A	-0.4324
TCGA-E2-A159-01A	-0.7924
TCGA-E2-A159-01A	-0.1936
TCGA-E2-A159-01A	-2.2487
TCGA-E2-A159-01A	-0.2021
TCGA-E2-A159-01A	-0.7968
TCGA-E2-A159-01A	-0.2153
TCGA-E2-A159-01A	-0.1849
TCGA-E2-A159-01A	-1.9091
TCGA-E2-A159-01A	-0.2014
TCGA-E2-A159-01A	0.204
TCGA-E2-A159-01A	-0.1953
TCGA-E2-A159-01A	0.2359
TCGA-E2-A159-01A	0.4414
TCGA-E2-A159-01A	0.6769
TCGA-E2-A159-01A	0.3544
TCGA-E2-A159-01A	0.0794
TCGA-E2-A159-01A	-0.2307
TCGA-E2-A159-01A	0.0726
TCGA-E2-A159-01A	0.3949
TCGA-E2-A159-01A	-0.2013
TCGA-E2-A159-01A	0.2068
TCGA-E2-A159-01A	-0.2068
TCGA-E2-A159-01A	0.057
TCGA-E2-A159-01A	-0.2009
TCGA-E2-A159-01A	0.0326
TCGA-E2-A159-01A	-0.2064
TCGA-E2-A159-01A	0.0612
TCGA-E2-A159-01A	-0.1899
TCGA-E2-A159-01A	0.2272
TCGA-E2-A159-01A	-0.1945
TCGA-E2-A159-01A	-0.2082
TCGA-E2-A159-01A	-1.5383
TCGA-E2-A159-01A	-0.1944
TCGA-E2-A159-01A	-1.9393
TCGA-E2-A159-01A	-0.2061
TCGA-E2-A159-01A	-2.0985
TCGA-E2-A159-01A	-0.1849
TCGA-E2-A159-01A	-2.473
TCGA-E2-A159-01A	-0.2171
TCGA-E2-A159-01A	-0.1824
TCGA-E2-A159-01A	-0.1909
TCGA-E2-A159-01A	-0.1952
TCGA-E2-A159-01A	-0.1251
TCGA-E2-A159-01A	-0.1934
TCGA-E2-A159-01A	0.1378
TCGA-E2-A159-01A	1.5627
TCGA-E2-A159-01A	0.1298
TCGA-E2-A159-01A	-0.1873
TCGA-E2-A159-01A	-0.7337
TCGA-E2-A159-01A	-0.1829
TCGA-E2-A159-01A	-2.0343
TCGA-E2-A159-01A	-0.1986
TCGA-E2-A159-01A	-1.9336
TCGA-E2-A159-01A	-0.1873
TCGA-E2-A159-01A	-0.1814
TCGA-E2-A159-01A	0.2041
TCGA-E2-A159-01A	0.2053
TCGA-E2-A159-01A	0.2001
TCGA-E2-A159-01A	-0.197
TCGA-E2-A159-01A	-2.3196
TCGA-E2-A159-01A	-0.1867
TCGA-E2-A159-01A	-2.3762
TCGA-E2-A159-01A	-0.194
TCGA-E2-A159-01A	0.0075
TCGA-E2-A159-01A	-0.3794
TCGA-E2-A159-01A	0.004
TCGA-BH-A0DO-01B	-0.0378
TCGA-BH-A0DO-01B	0.4348
TCGA-BH-A0DO-01B	-0.0315
TCGA-BH-A0DO-01B	-1.1915
TCGA-BH-A0DO-01B	-0.0306
TCGA-BH-A0DO-01B	-0.0324
TCGA-BH-A0DO-01B	-0.0314
TCGA-BH-A0DO-01B	-1.3651
TCGA-BH-A0DO-01B	-0.0319
TCGA-BH-A0DO-01B	-0.0329
TCGA-BH-A0DO-01B	0.4643
TCGA-BH-A0DO-01B	-0.0328
TCGA-BH-A0DO-01B	-1.0997
TCGA-BH-A0DO-01B	-0.0358
TCGA-BH-A0DO-01B	-0.0345
TCGA-BH-A0DO-01B	-0.0675
TCGA-BH-A0DO-01B	-0.0339
TCGA-BH-A0DO-01B	0.9758
TCGA-BH-A0DO-01B	-0.033
TCGA-BH-A0DO-01B	0.228
TCGA-BH-A0DO-01B	-0.0357
TCGA-BH-A0DO-01B	0.3275
TCGA-BH-A0DO-01B	-0.0378
TCGA-BH-A0DO-01B	-0.0319
TCGA-BH-A0DO-01B	1.2697
TCGA-BH-A0DO-01B	-0.0322
TCGA-BH-A0DO-01B	-1.5828
TCGA-BH-A0DO-01B	-0.0272
TCGA-BH-A0DO-01B	-0.0599
TCGA-BH-A0DO-01B	-0.0363
TCGA-BH-A0DO-01B	-1.5509
TCGA-BH-A0DO-01B	-0.0321
TCGA-BH-A0DO-01B	-1.2876
TCGA-BH-A0DO-01B	-0.0323
TCGA-BH-A0DO-01B	-1.3097
TCGA-BH-A0DO-01B	-0.0278
TCGA-BH-A0DO-01B	0.2256
TCGA-BH-A0DO-01B	0.6541
TCGA-BH-A0DO-01B	0.2192
TCGA-BH-A0DO-01B	0.1828
TCGA-BH-A0DO-01B	0.2266
TCGA-BH-A0DO-01B	-0.0381
TCGA-BH-A0DO-01B	-0.0356
TCGA-BH-A0DO-01B	-1.2237
TCGA-BH-A0DO-01B	-0.0312
TCGA-BH-A0DO-01B	-1.355
TCGA-BH-A0DO-01B	-0.0328
TCGA-BH-A0DO-01B	-0.0313
TCGA-BH-A0DO-01B	-1.0258
TCGA-BH-A0DO-01B	-0.0363
TCGA-BH-A0DO-01B	-0.4378
TCGA-BH-A0DO-01B	-0.0389
TCGA-BH-A0DO-01B	1.2051
TCGA-BH-A0DO-01B	-0.0371
TCGA-BH-A0DO-01B	-0.0342
TCGA-BH-A0DO-01B	0.1956
TCGA-BH-A0DO-01B	0.229
TCGA-BH-A0DO-01B	0.1965
TCGA-BH-A0DO-01B	-0.8456
TCGA-BH-A0DO-01B	0.1762
TCGA-BH-A0DO-01B	-0.3732
TCGA-BH-A0DO-01B	-1.951
TCGA-BH-A0DO-01B	-0.3716
TCGA-BH-A0DO-01B	-0.398
TCGA-BH-A0DO-01B	-0.0452
TCGA-BH-A0DO-01B	-0.0258
TCGA-BH-A0DO-01B	-1.001
TCGA-BH-A0DO-01B	-0.0277
TCGA-BH-A0DO-01B	0.1895
TCGA-BH-A0DO-01B	-1.2134
TCGA-BH-A0DO-01B	0.1854
TCGA-BH-A0DO-01B	0.2247
TCGA-BH-A0DO-01B	-0.9894
TCGA-BH-A0DO-01B	0.2268
TCGA-BH-A0DO-01B	0.1903
TCGA-BH-A0DO-01B	-1.5733
TCGA-BH-A0DO-01B	0.2022
TCGA-BH-A0DO-01B	-0.0523
TCGA-BH-A0DO-01B	-0.0224
TCGA-BH-A0DO-01B	-0.0469
TCGA-BH-A0DO-01B	-0.8924
TCGA-BH-A0DO-01B	-0.0397
TCGA-BH-A0DO-01B	-0.0282
TCGA-BH-A0DO-01B	-1.351
TCGA-BH-A0DO-01B	-0.0373
TCGA-BH-A0DO-01B	-1.146
TCGA-BH-A0DO-01B	-0.0295
TCGA-BH-A0DO-01B	-0.0355
TCGA-BH-A0DO-01B	-0.0595
TCGA-BH-A0DO-01B	-0.0314
TCGA-BH-A0DO-01B	0.0095
TCGA-BH-A0DO-01B	-1.0591
TCGA-BH-A0DO-01B	0.0122
TCGA-BH-A0GY-01A	-0.4376
TCGA-BH-A0GY-01A	0.7996
TCGA-BH-A0GY-01A	-0.4362
TCGA-BH-A0GY-01A	0.8757
TCGA-BH-A0GY-01A	0.3768
TCGA-BH-A0GY-01A	0.4897
TCGA-BH-A0GY-01A	0.3773
TCGA-BH-A0GY-01A	0.152
TCGA-BH-A0GY-01A	0.4373
TCGA-BH-A0GY-01A	0.5363
TCGA-BH-A0GY-01A	-0.7443
TCGA-BH-A0GY-01A	0.5375
TCGA-BH-A0GY-01A	-0.4439
TCGA-BH-A0GY-01A	-0.0947
TCGA-BH-A0GY-01A	-0.4591
TCGA-BH-A0GY-01A	-0.0996
TCGA-BH-A0GY-01A	-0.4373
TCGA-BH-A0GY-01A	0.1786
TCGA-BH-A0GY-01A	-0.1033
TCGA-BH-A0GY-01A	-1.5382
TCGA-BH-A0GY-01A	-0.1061
TCGA-BH-A0GY-01A	-0.8111
TCGA-BH-A0GY-01A	-0.1094
TCGA-BH-A0GY-01A	0.1353
TCGA-BH-A0GY-01A	-0.1179
TCGA-BH-A0GY-01A	0.0823
TCGA-BH-A0GY-01A	-0.1149
TCGA-BH-A0GY-01A	-1.5518
TCGA-BH-A0GY-01A	-0.1264
TCGA-BH-A0GY-01A	-1.5925
TCGA-BH-A0GY-01A	-0.1021
TCGA-BH-A0GY-01A	-0.0958
TCGA-BH-A0GY-01A	-1.5319
TCGA-BH-A0GY-01A	-0.0922
TCGA-BH-A0GY-01A	-0.1169
TCGA-BH-A0GY-01A	-0.0921
TCGA-BH-A0GY-01A	-1.625
TCGA-BH-A0GY-01A	-0.1059
TCGA-BH-A0GY-01A	-2.561
TCGA-BH-A0GY-01A	-0.1073
TCGA-BH-A0GY-01A	-0.4627
TCGA-BH-A0GY-01A	1.0792
TCGA-BH-A0GY-01A	0.7155
TCGA-BH-A0GY-01A	0.385
TCGA-BH-A0GY-01A	0.5937
TCGA-BH-A0GY-01A	1.1928
TCGA-BH-A0GY-01A	-0.1092
TCGA-BH-A0GY-01A	-0.4541
TCGA-BH-A0GY-01A	0.7249
TCGA-BH-A0GY-01A	-0.441
TCGA-BH-A0GY-01A	-1.8885
TCGA-BH-A0GY-01A	-0.4374
TCGA-BH-A0GY-01A	-0.0995
TCGA-BH-A0GY-01A	0.1567
TCGA-BH-A0GY-01A	0.5468
TCGA-BH-A0GY-01A	-0.4443
TCGA-BH-A0GY-01A	-0.1067
TCGA-BH-A0GY-01A	-0.1272
TCGA-BH-A0GY-01A	-0.1082
TCGA-BH-A0GY-01A	-0.0949
TCGA-BH-A0GY-01A	-2.2223
TCGA-BH-A0GY-01A	-0.0862
TCGA-BH-A0GY-01A	-0.0859
TCGA-BH-A0GY-01A	-1.234
TCGA-BH-A0GY-01A	-0.0806
TCGA-BH-A0GY-01A	0.3677
TCGA-BH-A0GY-01A	-0.0922
TCGA-BH-A0GY-01A	0.4966
TCGA-BH-A0GY-01A	-0.1142
TCGA-BH-A0GY-01A	-1.4414
TCGA-BH-A0GY-01A	-0.1224
TCGA-BH-A0GY-01A	-1.8216
TCGA-BH-A0GY-01A	-0.1211
TCGA-BH-A0GY-01A	-1.3947
TCGA-BH-A0GY-01A	-0.098
TCGA-BH-A0GY-01A	0.1263
TCGA-BH-A0GY-01A	-0.1494
TCGA-BH-A0GY-01A	1.4518
TCGA-BH-A0GY-01A	1.1543
TCGA-BH-A0GY-01A	0.45
TCGA-BH-A0GY-01A	1.1116
TCGA-BH-A0GY-01A	0.931
TCGA-BH-A0GY-01A	1.1805
TCGA-BH-A0GY-01A	1.3755
TCGA-BH-A0GY-01A	0.6748
TCGA-BH-A0GY-01A	0.3307
TCGA-BH-A0GY-01A	1.3068
TCGA-BH-A0GY-01A	1.0181
TCGA-BH-A0GY-01A	1.2205
TCGA-BH-A0GY-01A	0.3204
TCGA-BH-A0GY-01A	1.226
TCGA-BH-A0GY-01A	0.3197
TCGA-BH-A0GY-01A	1.2349
TCGA-BH-A0GY-01A	1.3457
TCGA-BH-A0GY-01A	1.47
TCGA-BH-A0GY-01A	1.6623
TCGA-BH-A0GY-01A	1.4906
TCGA-BH-A0GY-01A	1.6199
TCGA-BH-A0GY-01A	1.6791
TCGA-BH-A0GY-01A	0.1157
TCGA-BH-A0GY-01A	1.6716
TCGA-BH-A0GY-01A	1.6155
TCGA-BH-A0GY-01A	1.3305
TCGA-BH-A0GY-01A	0.5865
TCGA-BH-A0GY-01A	1.6501
TCGA-BH-A0GY-01A	1.4599
TCGA-BH-A0GY-01A	1.6402
TCGA-BH-A0GY-01A	1.5839
TCGA-BH-A0GY-01A	1.6562
TCGA-BH-A0GY-01A	1.4508
TCGA-BH-A0GY-01A	-0.0482
TCGA-BH-A0GY-01A	1.624
TCGA-BH-A0GY-01A	1.2918
TCGA-BH-A0GY-01A	-0.4501
TCGA-BH-A0GY-01A	-2.0704
TCGA-BH-A0GY-01A	-0.4387
TCGA-BH-A0GY-01A	-2.624
TCGA-BH-A0GY-01A	-0.4393
TCGA-BH-A0GY-01A	-0.1724
TCGA-BH-A0GY-01A	-0.4352
TCGA-BH-A0GY-01A	0.3567
TCGA-BH-A0GY-01A	-1.0066
TCGA-BH-A0GY-01A	0.3466
TCGA-BH-A0GY-01A	0.499
TCGA-BH-A0GY-01A	0.3489
TCGA-BH-A0GY-01A	-0.1186
TCGA-BH-A0GY-01A	0.1263
TCGA-BH-A0GY-01A	-0.1553
TCGA-BH-A0GY-01A	0.1279
TCGA-BH-A0GY-01A	0.1259
TCGA-BH-A0GY-01A	0.1492
TCGA-BH-A0GY-01A	0.2295
TCGA-BH-A0GY-01A	0.145
TCGA-BH-A0GY-01A	0.2743
TCGA-BH-A0GY-01A	0.1516
TCGA-BH-A0GY-01A	0.1505
TCGA-BH-A0GY-01A	-0.8172
TCGA-BH-A0GY-01A	0.1652
TCGA-BH-A0GY-01A	-0.0781
TCGA-BH-A0GY-01A	0.1394
TCGA-BH-A0GY-01A	0.3407
TCGA-BH-A0GY-01A	0.1449
TCGA-BH-A0GY-01A	-0.0896
TCGA-BH-A0GY-01A	-0.0605
TCGA-BH-A0GY-01A	-0.0855
TCGA-BH-A0GY-01A	-1.7259
TCGA-BH-A0GY-01A	-0.0669
TCGA-BH-A0GY-01A	-1.3668
TCGA-BH-A0GY-01A	-0.0733
TCGA-BH-A0GY-01A	-0.1113
TCGA-BH-A0GY-01A	-1.518
TCGA-BH-A0GY-01A	-0.1161
TCGA-BH-A0GY-01A	-0.1215
TCGA-BH-A0GY-01A	0.1369
TCGA-BH-A0GY-01A	-1.0555
TCGA-BH-A0GY-01A	0.1429
TCGA-BH-A0GY-01A	0.3457
TCGA-BH-A0GY-01A	-0.437
TCGA-BH-A0GY-01A	-2.2666
TCGA-BH-A0GY-01A	-0.4588
TCGA-BH-A0GY-01A	-0.0289
TCGA-BH-A0GY-01A	-2.661
TCGA-BH-A0GY-01A	-0.0217
TCGA-BH-A0GY-01A	-0.0837
TCGA-BH-A0GY-01A	-1.6984
TCGA-BH-A0GY-01A	-0.0849
TCGA-BH-A0GY-01A	-0.0326
TCGA-BH-A0GY-01A	-0.4376
TCGA-BH-A0GY-01A	0.1368
TCGA-BH-A0GY-01A	-0.438
TCGA-BH-A0GY-01A	-0.0072
TCGA-BH-A0GY-01A	-0.4245
TCGA-BH-A0GY-01A	0.032
TCGA-BH-A0GY-01A	0.4307
TCGA-BH-A0GY-01A	0.027
TCGA-BH-A0GY-01A	0.3923
TCGA-BH-A0GY-01A	0.0227
TCGA-BH-A0GY-01A	0.3491
TCGA-BH-A0GY-01A	0.0325
TCGA-BH-A0GY-01A	0.4421
TCGA-BH-A0GY-01A	-1.4511
TCGA-BH-A0GY-01A	0.4434
TCGA-BH-A0GY-01A	0.7634
TCGA-BH-A0GY-01A	0.9518
TCGA-BH-A0GY-01A	1.2041
TCGA-BH-A0GY-01A	-0.3375
TCGA-BH-A0GY-01A	1.1752
TCGA-BH-A0GY-01A	0.9487
TCGA-BH-A0GY-01A	-0.0018
TCGA-BH-A0GY-01A	0.6716
TCGA-BH-A0GY-01A	0.7792
TCGA-BH-A0GY-01A	0.6773
TCGA-BH-A0GY-01A	0.7678
TCGA-BH-A0GY-01A	0.6723
TCGA-BH-A0GY-01A	0.5228
TCGA-BH-A0GY-01A	0.6462
TCGA-BH-A0GY-01A	0.396
TCGA-BH-A0GY-01A	0.64
TCGA-BH-A0GY-01A	1.3795
TCGA-BH-A0GY-01A	0.6172
TCGA-BH-A0GY-01A	-0.0405
TCGA-BH-A0GY-01A	0.6514
TCGA-BH-A0GY-01A	0.1291
TCGA-BH-A0GY-01A	1.1631
TCGA-BH-A0GY-01A	0.0672
TCGA-BH-A0GY-01A	1.1574
TCGA-BH-A0GY-01A	0.0988
TCGA-BH-A0GY-01A	1.2514
TCGA-BH-A0GY-01A	0.1003
TCGA-BH-A0GY-01A	0.6529
TCGA-BH-A0GY-01A	0.097
TCGA-BH-A0GY-01A	1.1621
TCGA-BH-A0GY-01A	1.3153
TCGA-BH-A0GY-01A	0.2148
TCGA-BH-A0GY-01A	1.4996
TCGA-BH-A0GY-01A	0.4607
TCGA-BH-A0GY-01A	1.3718
TCGA-BH-A0GY-01A	2.005
TCGA-BH-A0GY-01A	1.3516
TCGA-BH-A0GY-01A	1.5814
TCGA-BH-A0GY-01A	1.368
TCGA-BH-A0GY-01A	1.1345
TCGA-BH-A0GY-01A	-0.7893
TCGA-BH-A0GY-01A	1.1262
TCGA-BH-A0GY-01A	0.0926
TCGA-BH-A0GY-01A	0.6434
TCGA-BH-A0GY-01A	1.4381
TCGA-BH-A0GY-01A	1.1898
TCGA-BH-A0GY-01A	0.1111
TCGA-BH-A0GY-01A	1.4332
TCGA-BH-A0GY-01A	1.3337
TCGA-BH-A0GY-01A	1.4278
TCGA-BH-A0GY-01A	0.1398
TCGA-BH-A0GY-01A	-0.8843
TCGA-BH-A0GY-01A	0.1297
TCGA-BH-A0GY-01A	-0.3899
TCGA-BH-A0GY-01A	0.0129
TCGA-BH-A0GY-01A	-0.4266
TCGA-BH-A0GY-01A	0.0118
TCGA-BH-A0GY-01A	-0.852
TCGA-BH-A0GY-01A	0.0267
TCGA-BH-A0GY-01A	-1.4756
TCGA-BH-A0GY-01A	0.0244
TCGA-BH-A0GY-01A	-0.2649
TCGA-BH-A0GY-01A	0.0127
TCGA-BH-A0GY-01A	-1.1936
TCGA-BH-A0GY-01A	0.0134
TCGA-AC-A2QH-01B	-1.8869
TCGA-AC-A2QH-01B	-0.2536
TCGA-AC-A2QH-01B	-1.6333
TCGA-AC-A2QH-01B	-0.0476
TCGA-AC-A2QH-01B	-2.2557
TCGA-AC-A2QH-01B	-0.0786
TCGA-AC-A2QH-01B	-5.4013
TCGA-AC-A2QH-01B	-0.0163
TCGA-AC-A2QH-01B	-6.7292
TCGA-AC-A2QH-01B	-0.0453
TCGA-AC-A2QH-01B	-5.414
TCGA-AC-A2QH-01B	-0.0637
TCGA-AC-A2QH-01B	-4.9722
TCGA-AC-A2QH-01B	-0.0781
TCGA-AC-A2QH-01B	-4.6788
TCGA-AC-A2QH-01B	-0.0197
TCGA-AC-A2QH-01B	-0.4237
TCGA-AC-A2QH-01B	-0.1735
TCGA-AC-A2QH-01B	-0.0844
TCGA-AC-A2QH-01B	-2.1108
TCGA-AC-A2QH-01B	-0.0557
TCGA-AC-A2QH-01B	-1.5176
TCGA-AC-A2QH-01B	-0.1316
TCGA-AC-A2QH-01B	-4.2557
TCGA-AC-A2QH-01B	-0.1314
TCGA-AC-A2QH-01B	-4.064
TCGA-AC-A2QH-01B	-0.2019
TCGA-AC-A2QH-01B	-5.0979
TCGA-AC-A2QH-01B	-0.3137
TCGA-AC-A2QH-01B	-0.0452
TCGA-AC-A2QH-01B	-2.7688
TCGA-AC-A2QH-01B	-0.0292
TCGA-AC-A2QH-01B	-0.585
TCGA-AC-A2QH-01B	-0.0844
TCGA-AC-A2QH-01B	-3.4672
TCGA-AC-A2QH-01B	-0.0657
TCGA-AC-A2QH-01B	-0.8148
TCGA-AC-A2QH-01B	-0.0892
TCGA-AC-A2QH-01B	-0.1941
TCGA-AC-A2QH-01B	-0.3238
TCGA-AC-A2QH-01B	-2.7363
TCGA-AC-A2QH-01B	-0.4857
TCGA-AC-A2QH-01B	-0.0645
TCGA-AC-A2QH-01B	-0.2121
TCGA-AC-A2QH-01B	-3.1436
TCGA-AC-A2QH-01B	-0.1694
TCGA-AC-A2QH-01B	-2.0125
TCGA-AC-A2QH-01B	-0.3546
TCGA-AC-A2QH-01B	-0.0783
TCGA-AC-A2QH-01B	-4.1526
TCGA-AC-A2QH-01B	-0.0964
TCGA-AC-A2QH-01B	-0.2131
TCGA-AC-A2QH-01B	-0.0929
TCGA-AC-A2QH-01B	-3.3166
TCGA-AC-A2QH-01B	-0.055
TCGA-AC-A2QH-01B	-6.4143
TCGA-AC-A2QH-01B	-0.0914
TCGA-AC-A2QH-01B	-5.5453
TCGA-AC-A2QH-01B	-0.0232
TCGA-AC-A2QH-01B	-0.0826
TCGA-AC-A2QH-01B	-4.474
TCGA-AC-A2QH-01B	-0.1182
TCGA-AC-A2QH-01B	-3.6637
TCGA-AC-A2QH-01B	-0.1109
TCGA-AC-A2QH-01B	-3.6722
TCGA-AC-A2QH-01B	-0.0845
TCGA-AC-A2QH-01B	-3.7572
TCGA-AC-A2QH-01B	-0.2351
TCGA-AC-A2QH-01B	-0.0847
TCGA-AC-A2QH-01B	-3.5014
TCGA-AC-A2QH-01B	-0.0958
TCGA-AC-A2QH-01B	-6.1582
TCGA-AC-A2QH-01B	-0.1466
TCGA-AC-A2QH-01B	-0.0745
TCGA-AC-A2QH-01B	-5.0383
TCGA-AC-A2QH-01B	-0.1083
TCGA-AC-A2QH-01B	-1.4053
TCGA-AC-A2QH-01B	-0.0841
TCGA-AC-A2QH-01B	-0.1215
TCGA-AC-A2QH-01B	-5.1406
TCGA-AC-A2QH-01B	-0.0517
TCGA-AC-A2QH-01B	-5.8996
TCGA-AC-A2QH-01B	-0.127
TCGA-AC-A2QH-01B	-2.6468
TCGA-AC-A2QH-01B	-0.1224
TCGA-AC-A2QH-01B	-6.1467
TCGA-AC-A2QH-01B	-0.0982
TCGA-AC-A2QH-01B	-4.7733
TCGA-AC-A2QH-01B	-0.0981
TCGA-AC-A2QH-01B	-1.9348
TCGA-AC-A2QH-01B	-0.1934
TCGA-AC-A2QH-01B	-0.1722
TCGA-AC-A2QH-01B	-5.9678
TCGA-AC-A2QH-01B	-0.2066
TCGA-AC-A2QH-01B	-5.6201
TCGA-AC-A2QH-01B	-0.1773
